pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
HD 80606 b,Radial Velocity,111.43670000,0.00040000,-0.00040000,0,1307.55262,49.26365,-49.26365,0
HD 80606 b,Radial Velocity,111.43670000,0.00040000,-0.00040000,0,1308.18828,30.82951,-31.78300,0
CoRoT-20 b,Transit,9.24318000,0.00000900,-0.00000900,0,1315.81620,114.41880,-95.34900,0
Kepler-25 c,Transit,12.72040000,,,0,1322.12000,,,1
Kepler-1704 b,Transit,988.88112000,0.00091000,-0.00091000,0,1322.16617,92.17024,-88.99195,0
HD 73267 b,Radial Velocity,1257.99159045,0.50697407,-0.60358257,0,1325.38828,212.59036,-168.76057,0
HAT-P-16 b,Transit,2.77597024,0.00000066,-0.00000066,0,1331.38987,29.24036,-29.24036,0
HAT-P-16 b,Transit,2.77596000,0.00000300,-0.00000300,0,1332.60500,29.87500,-29.87500,0
HAT-P-16 b,Transit,2.77596000,,,0,1332.66119,29.87602,-29.87602,0
KELT-24 b,Transit,5.55149000,0.00001000,-0.00001000,0,1334.87931,63.56568,-63.56568,0
WASP-186 b,Transit,5.02679900,0.00001200,-0.00001400,0,1341.24260,57.20940,-57.20940,0
HAT-P-16 b,Transit,2.77597120,0.00000150,-0.00000150,0,1341.56043,29.24036,-29.24036,0
CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,1344.42090,82.63580,-79.45750,0
CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,1347.54000,73.10000,-73.10000,0
AF Lep b,Imaging,9060.00000000,3650.00000000,-2480.00000000,0,1366.66215,921.70238,-381.39409,0
HD 160691 b,Radial Velocity,645.00000000,0.30000000,-0.30000000,0,1366.66215,,,1
CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,1366.66900,63.56600,-63.56600,0
Qatar-3 b,Transit,2.50792040,,,0,1369.84730,149.38010,-149.38010,0
Qatar-5 b,Transit,2.87923190,,,0,1373.02560,57.20940,-57.20940,0
OGLE2-TR-L9 b,Transit,2.48553300,0.00000700,-0.00000700,0,1379.38220,467.21010,-467.21010,0
HD 80606 b,Radial Velocity,111.43670000,0.00040000,-0.00040000,0,1392.09540,235.19420,-235.19420,0
HD 160691 c,Radial Velocity,3947.00000000,23.00000000,-23.00000000,0,1398.44499,,,1
TOI-2025 b,Transit,8.87207800,0.00000700,-0.00000700,0,1398.44499,95.34852,-95.34852,0
OGLE2-TR-L9 b,Transit,2.48553417,0.00000064,-0.00000064,0,1398.45200,476.74500,-476.74500,0
XO-6 b,Transit,3.76500070,0.00000810,-0.00000810,0,1398.45200,,,1
OGLE-2018-BLG-0740L b,Microlensing,3140.00000000,690.00000000,-690.00000000,0,1400.00000,200.00000,-200.00000,0
HD 29021 b,Radial Velocity,1365.00000000,7.00000000,-7.00000000,0,1420.69298,212.94503,-206.58846,0
OGLE2-TR-L9 b,Transit,2.48553350,0.00000070,-0.00000070,0,1430.17500,476.72500,-476.72500,0
Kepler-1708 b,Transit,737.11310000,0.00146000,-0.00770000,0,1462.01067,,,1
Kepler-31 c,Transit,42.63180000,0.00050000,-0.00050000,0,1493.70000,,,1
OGLE-2018-BLG-0740L b,Microlensing,5480.00000000,1200.00000000,-1200.00000000,0,1500.00000,200.00000,-200.00000,0
TOI-2497 b,Transit,10.65566900,0.00003800,-0.00003800,0,1531.93292,130.30965,-130.30965,0
NGTS-13 b,Transit,4.11902700,0.00002300,-0.00002300,0,1538.29720,139.84520,-139.84520,0
WASP-120 b,Transit,3.61127060,0.00000430,-0.00000430,0,1541.47550,66.74430,-66.74430,0
Kepler-432 b,Transit,52.50097000,0.00021000,-0.00021000,0,1547.77000,152.55000,-152.55000,0
HAT-P-21 b,Transit,4.12448000,0.00000700,-0.00000700,0,1547.83210,498.99310,-498.99310,0
HD 204313 b,Radial Velocity,2041.11538546,1.68087974,-1.86675048,0,1553.54852,323.15446,-183.94999,0
HD 145675 c,Radial Velocity,15732.45889178,2654.17496551,-1896.09685291,0,1582.94652,294.22384,-323.76585,0
TOI-2109 b,Transit,0.67247414,0.00000003,-0.00000028,0,1595.49860,238.37131,-238.37131,0
TOI-3362 b,Transit,18.09547000,0.00003000,-0.00003000,0,1598.35906,212.30938,-205.31715,0
Kepler-30 c,Transit,60.32600000,,,0,1603.80000,52.40000,-133.00000,0
CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,1608.21980,114.41880,-114.41880,0
HD 151450 c,Radial Velocity,18144.76235720,5356.32955200,-4350.39093454,0,1634.10971,376.94366,-334.09041,0
KELT-24 b,Transit,5.55149260,0.00000810,-0.00000800,0,1646.35940,66.74430,-69.92260,0
WASP-162 b,Transit,9.62468000,0.00001000,-0.00001000,0,1652.71600,63.56600,-63.56600,0
HD 156098 c,Radial Velocity,7841.58389773,247.41755722,-516.56728153,0,1661.50392,615.97019,-409.17426,0
AF Lep b,Imaging,7520.00000000,1200.00000000,-1300.00000000,0,1664.46737,27.01541,-31.78284,0
TOI-2145 b,Transit,10.26075000,0.00083000,-0.00082000,0,1671.77742,120.77479,-117.59651,0
Kepler-1514 b,Transit,217.83184000,0.00012000,-0.00012000,0,1678.14240,69.92260,-69.92260,0
HD 140901 c,Radial Velocity,7417.50547213,131.02919774,-571.38446588,0,1685.33019,738.57826,-1290.89578,0
KOI-12 b,Transit,17.85523000,0.00000100,-0.00000100,0,1690.85560,1941.94130,-1941.94130,0
HATS-66 b,Transit,3.14143910,0.00000740,-0.00000740,0,1694.03390,216.12440,-216.12440,0
HD 87883 b,Radial Velocity,3309.22117629,27.48456295,-30.46482264,0,1705.47518,162.70890,-188.22409,0
HD 73267 c,Radial Velocity,17071.78044733,785.40420913,-1087.38232443,0,1716.49961,204.05166,-175.25838,0
HD 11506 b,Radial Velocity,1613.74017306,4.33629764,-4.52954341,0,1716.82279,463.72335,-272.06704,0
Kepler-432 b,Transit,52.50112900,0.00006700,-0.00005300,0,1719.46030,101.70560,-57.20940,0
TOI-172 b,Transit,9.47725000,0.00064000,-0.00079000,0,1722.63860,69.92260,-63.56600,0
HD 190228 b,Radial Velocity,1143.59857585,1.76742121,-1.70679543,0,1726.82637,250.18077,-129.05693,0
HD 80883 b,Radial Velocity,6383.78352170,2891.20807521,-1084.85967411,0,1740.73691,398.43644,-328.39672,0
HD 80869 b,Radial Velocity,1752.92067283,37.01649589,-33.60282876,0,1797.84225,624.70765,-365.41048,0
GJ 676 A b,Radial Velocity,1051.44520601,0.37706781,-0.40023415,0,1837.01057,152.92858,-147.39385,0
WASP-89 b,Transit,3.35642270,0.00000250,-0.00000250,0,1843.41400,108.06220,-114.41880,0
HD 155918 c,Radial Velocity,17202.19446178,2100.79072089,-1950.03472407,0,1849.85628,235.68074,-215.11509,0
Kepler-1658 b,Transit,3.84937278,0.00000080,-0.00000080,0,1868.84040,149.38010,-146.20180,0
WASP-89 b,Transit,3.35642270,0.00000250,-0.00000250,0,1875.19700,127.13200,-127.13200,0
HD 135872 b,Radial Velocity,2422.32596749,571.78773173,-231.95307809,0,1880.61597,327.84331,-167.15639,0
HD 29985 b,Radial Velocity,20608.14048834,4708.95643945,-7737.11195398,0,1881.53397,475.76549,-509.62891,0
tau Boo b,Radial Velocity,3.31243300,0.00001900,-0.00001900,0,1891.00000,89.00000,-89.00000,0
HD 56957 b,Radial Velocity,5859.08992400,2325.96289388,-959.68303546,0,1893.34292,902.73324,-1291.77449,0
TOI-2338 b,Transit,22.65398000,0.00002000,-0.00002000,0,1900.61387,66.74397,-63.56568,0
Kepler-19 c,Transit Timing Variations,160.00000000,,,1,1906.90000,,,1
Kepler-46 b,Transit,33.60134000,0.00021000,-0.00020000,0,1907.00000,,,1
TOI-559 b,Transit,6.98390950,0.00000510,-0.00000510,0,1910.14873,76.27882,-73.10053,0
HD 10697 b,Radial Velocity,1075.37989939,0.82091064,-0.74513471,0,1914.58848,229.74169,-180.71416,0
HIP 65891 b,Radial Velocity,1079.55726024,20.64274639,-18.39666847,0,1933.66969,179.02536,-152.82258,0
Qatar-4 b,Transit,1.80535640,,,0,1938.76300,171.62820,-171.62820,0
TIC 279401253 b,Transit,76.80000000,0.06000000,-0.06000000,0,1951.46642,123.95308,-133.48793,0
DP Leo b,Eclipse Timing Variations,8693.00000000,,,0,1995.88832,184.33363,-184.33363,0
HR 8799 b,Imaging,170000.00000000,,,0,2000.00000,1000.00000,-600.00000,0
HIP 67851 c,Radial Velocity,2200.00000000,,,0,2002.20000,,,0
UZ For b,Eclipse Timing Variations,5840.00000000,1095.00000000,-1095.00000000,0,2002.20000,476.70000,-476.70000,-1
COCONUTS-2 b,Imaging,402000000.00000000,470000000.00000000,-100000000.00000000,0,2002.31896,476.74261,-603.87397,0
HD 87883 b,Radial Velocity,3006.00000000,117.00000000,-124.00000000,0,2005.49725,98.52681,-101.70509,0
TOI-628 b,Transit,3.40956750,0.00000700,-0.00000690,0,2011.86390,92.17070,-98.52730,0
KOI-13 b,Transit,1.76358799,0.00000037,-0.00000037,0,2070.66245,500.58225,-500.58225,0
HD 30177 c,Radial Velocity,12085.45185585,583.05318377,-440.70331608,0,2084.54271,285.64758,-238.41101,0
HD 95544 b,Radial Velocity,2041.54151819,262.59531033,-184.27313359,0,2108.25626,321.59885,-276.63900,0
GJ 676 A b,Radial Velocity,1051.10000000,0.40000000,-0.40000000,0,2129.46100,572.09400,-476.74500,0
HD 168863 b,Radial Velocity,14773.93271605,8638.61024425,-2644.05862595,0,2146.32971,362.64991,-339.91632,0
HIP 56640 b,Radial Velocity,2675.57602947,183.35402645,-108.29793196,0,2151.64730,590.73136,-385.64592,0
HAT-P-70 b,Transit,2.74432452,0.00000079,-0.00000068,0,2154.88740,,,0
HD 27894 d,Radial Velocity,5019.54243994,32.59358957,-31.12556832,0,2155.40718,221.84567,-204.16210,0
Kepler-31 d,Transit,87.64510000,0.00140000,-0.00140000,0,2161.24400,,,1
HD 175167 b,Radial Velocity,1276.07604009,0.71735139,-0.67095001,0,2161.63039,318.15651,-222.98704,0
HD 81040 b,Radial Velocity,1005.98853873,7.62637204,-6.37241921,0,2172.35017,329.40574,-294.63541,0
Kepler-9 b,Transit,19.23800000,,,0,2175.00000,128.10000,-170.10000,0
NN Ser c,Eclipse Timing Variations,5660.00000000,165.00000000,-165.00000000,0,2196.11000,171.62100,-171.62100,0
HD 160691 e,Radial Velocity,307.90000000,0.30000000,-0.30000000,0,2224.79885,,,1
HAT-P-34 b,Transit,5.45265000,0.00001600,-0.00001600,0,2227.98830,874.03250,-874.03250,0
HD 224538 b,Radial Velocity,1202.05198926,3.88199403,-3.68088990,0,2234.17873,425.17795,-269.37029,0
HD 169830 c,Radial Velocity,1818.82339336,5.67578182,-6.41837875,0,2259.86363,793.20078,-698.07169,0
HAT-P-20 b,Transit,2.87531694,0.00000019,-0.00000019,0,2294.73260,114.41880,-114.41880,0
WASP-14 b,Transit,2.24376610,0.00000110,-0.00000110,0,2294.73260,155.73670,-158.91500,0
HD 81040 b,Radial Velocity,1002.70000000,4.00000000,-3.40000000,0,2301.07767,317.82841,-117.59651,0
HAT-P-20 b,Transit,2.87531700,0.00000400,-0.00000400,0,2302.89900,59.43200,-59.43200,0
HAT-P-20 b,Transit,2.87531860,0.00000020,-0.00000020,0,2310.62410,57.20940,-57.20940,0
XO-3 b,Transit,3.19154000,0.00014000,-0.00014000,0,2316.98070,378.21770,-378.21770,0
HAT-P-20 b,Transit,2.90000000,,,0,2320.10000,,,0
Kepler-419 c,Transit Timing Variations,675.47000000,0.11000000,-0.11000000,0,2320.10000,127.10000,-127.10000,0
NN Ser c,Eclipse Timing Variations,5573.55000000,102.20000000,-102.20000000,0,2329.60000,98.52000,-98.52000,0
WASP-14 b,Transit,2.24375200,0.00001000,-0.00001000,0,2333.00000,161.00000,-158.00000,0
HD 125612 d,Radial Velocity,2822.72697800,15.02596432,-15.41723268,0,2352.38976,224.43921,-213.34096,0
CoRoT-14 b,Transit,1.51214000,0.00013000,-0.00013000,0,2358.29860,149.38010,-149.38010,0
HD 203387 c,Radial Velocity,2481.07226962,94.83313454,-82.69121525,0,2375.78917,1082.34123,-699.08758,0
70 Vir b,Radial Velocity,116.68840000,0.00440000,-0.00440000,0,2380.45000,193.87000,-193.87000,0
HAT-P-35 b,Transit,3.64671000,0.00002100,-0.00002100,0,2390.08160,6566.36780,-6566.36780,0
WASP-14 b,Transit,2.24376550,0.00000100,-0.00000100,0,2412.32970,76.27920,-73.10090,0
CoRoT-14 b,Transit,1.51214000,0.00013000,-0.00013000,0,2415.40000,190.70000,-190.70000,0
HD 11112 b,Radial Velocity,17244.90764393,3936.68341698,-1253.09467791,0,2428.48595,368.67944,-847.59413,0
HIP 67851 c,Radial Velocity,3923.66089514,616.24996317,-330.23316143,0,2430.61722,425.38024,-391.98542,0
CoRoT-14 b,Transit,1.51214000,0.00013000,-0.00013000,0,2437.75610,158.91500,-158.91500,0
HD 120084 b,Radial Velocity,2085.10024027,20.97372353,-32.40362657,0,2439.44256,856.86737,-708.13360,0
Kepler-14 b,Transit,6.79012300,0.00000430,-0.00000430,0,2440.93440,123.95370,-123.95370,0
KIC 5095269 b,Eclipse Timing Variations,237.68977000,0.08237000,-0.08237000,0,2445.06619,17.16282,-17.16282,0
HD 11506 d,Radial Velocity,14723.57452498,2801.31727946,-2758.84505345,0,2446.83592,539.51056,-444.22444,0
UZ For c,Eclipse Timing Variations,1916.25000000,91.25000000,-91.25000000,0,2447.20000,381.40000,-381.40000,-1
WASP-14 b,Transit,2.24376524,0.00000044,-0.00000044,0,2466.36080,149.38010,-149.38010,0
CFHTWIR-Oph 98 b,Imaging,8040000.00000000,470000.00000000,-470000.00000000,0,2479.06157,222.47988,-254.26273,0
HD 43197 c,Radial Velocity,9295.97349931,4132.95251927,-2422.13527114,0,2479.19613,580.75838,-486.90825,0
WASP-14 b,Transit,2.24376610,0.00000110,-0.00000110,0,2510.85700,149.38010,-149.38010,0
bet Pic b,Imaging,6000.00000000,,,0,2542.53300,1589.08300,-635.63300,0
HD 114082 b,Radial Velocity,109.75000000,0.40000000,-0.37000000,0,2542.62726,317.82841,-317.82841,0
PDS 70 b,Imaging,43500.00000000,,,0,2542.64000,1906.98000,-1906.98000,0
WASP-167 b,Transit,2.02195960,0.00000060,-0.00000060,0,2542.64000,,,1
HIP 35965 b,Radial Velocity,26125.56497309,13613.39550505,-10171.69977949,0,2547.56800,1416.70125,-928.57784,0
HD 88072 b,Radial Velocity,18538.79292976,8925.77795772,-3716.76085697,0,2565.90908,431.32572,-373.61261,0
14 Her b,Radial Velocity,1765.03890112,1.67708897,-1.87256063,0,2586.74645,492.67126,-308.97002,0
HIP 8541 b,Radial Velocity,1852.14387204,215.24661679,-117.31045608,0,2621.63107,427.44318,-201.16248,0
HIP 55507 b,Radial Velocity,5138.43726957,887.26948239,-529.24741349,0,2625.12713,752.29243,-585.95693,0
HD 111232 b,Radial Velocity,1169.13201636,0.61380041,-0.39662896,0,2626.80240,262.73322,-246.39630,0
HD 11505 b,Radial Velocity,32669.22246790,12712.99788238,-7172.26631823,0,2649.58135,893.16102,-683.86592,0
HD 7449 b,Radial Velocity,1270.55194905,10.75632991,-7.38672442,0,2652.63439,916.04211,-912.44504,0
HD 98649 b,Radial Velocity,5697.30430313,326.53592579,-287.04399799,0,2665.27978,625.11351,-452.78105,0
Kepler-14 b,Transit,6.79012300,0.00000430,-0.00000430,0,2669.66000,111.24000,-108.06000,0
WASP-150 b,Transit,5.64420700,0.00000300,-0.00000400,0,2688.84180,88.99240,-63.56600,0
Kepler-93 c,Radial Velocity,3650.00000000,,,-1,2701.55500,,,-1
HAT-P-2 b,Transit,5.63341000,,,0,2739.69460,123.95370,-174.80650,0
HD 30177 b,Radial Velocity,2514.53421506,5.21644669,-4.34065156,0,2761.28875,304.01798,-246.01537,0
HAT-P-2 b,Transit,5.63347540,0.00000260,-0.00000260,0,2765.12100,60.38770,-63.56600,0
HAT-P-2 b,Transit,5.63332000,,,0,2771.47760,123.95370,-114.41880,0
HD 62549 b,Radial Velocity,14306.88518780,3762.35333676,-3219.89898897,0,2773.33249,599.64534,-396.37025,0
HAT-P-2 b,Transit,5.63347290,0.00000610,-0.00000610,0,2777.83420,85.81410,-85.81410,0
HD 171238 b,Radial Velocity,1515.00000000,16.00000000,-17.00000000,0,2796.88998,1144.18227,-413.17693,0
HD 86065 b,Radial Velocity,25775.78858607,13279.46721399,-9595.00302859,0,2801.89869,930.38324,-740.43858,0
WASP-14 b,Transit,2.24375000,0.00001000,-0.00001000,0,2809.61720,444.96200,-444.96200,0
HAT-P-2 b,Transit,5.60000000,,,0,2828.60000,,,0
bet Pic c,Radial Velocity,1200.00000000,,,0,2860.47000,,,0
HD 25015 b,Radial Velocity,6134.42699930,618.42582502,-506.67463269,0,2866.32778,388.44578,-558.26624,0
HAT-P-2 b,Transit,5.63341000,0.00013000,-0.00013000,0,2873.18320,158.91500,-158.91500,0
HD 16905 b,Radial Velocity,6707.49126331,2780.30613563,-544.63200350,0,2885.45006,413.01236,-453.52333,0
HAT-P-2 b,Transit,5.63347290,0.00000610,-0.00000610,0,2888.95000,76.28000,-76.28000,0
Kepler-30 c,Transit,60.32510000,0.00080000,-0.00080000,0,2892.25300,,,1
HD 74156 c,Radial Velocity,2448.48726302,4.19249468,-4.24758800,0,2894.47226,299.76019,-289.87156,0
Kepler-27 b,Transit,15.33480000,,,0,2895.31000,,,1
KOI-13 b,Transit,1.76358800,0.00000100,-0.00000100,0,2949.46240,50.85280,-50.85280,0
HD 183263 c,Radial Velocity,4667.97840705,18.57225282,-17.90216157,0,2959.02909,483.78208,-579.10753,0
HD 191806 b,Radial Velocity,1603.38923493,9.94172481,-11.31279188,0,2968.87379,289.93339,-272.92688,0
HD 181234 b,Radial Velocity,7593.40511644,113.61020175,-121.82598419,0,2981.01296,320.93042,-315.74840,0
gam Cep b,Radial Velocity,905.00000000,,,0,2987.58703,222.47988,-349.61125,0
HR 8799 c,Imaging,69000.00000000,,,0,3000.00000,1000.00000,-1000.00000,0
HR 8799 d,Imaging,37000.00000000,,,0,3000.00000,1000.00000,-1000.00000,0
GJ 9714 b,Radial Velocity,19240.75467009,8353.76636559,-4514.32009700,0,3051.24439,900.74633,-601.74127,0
SWEEPS-11 b,Transit,1.79600000,,,0,3082.82000,1779.77000,-1430.17000,0
HD 98649 b,Radial Velocity,5384.00000000,321.00000000,-274.00000000,0,3082.93555,731.00534,-603.87397,0
HATS-41 b,Transit,4.19364900,0.00001300,-0.00001300,0,3082.95100,508.52800,-508.52800,0
HD 219077 b,Radial Velocity,5478.68860928,48.63474971,-38.25329562,0,3099.77580,275.80171,-275.14481,0
HD 18143 c,Radial Velocity,28982.41764205,18264.56730839,-7978.16708521,0,3115.44391,685.46960,-532.34641,0
Kepler-94 c,Radial Velocity,820.30000000,3.00000000,-3.00000000,0,3126.00000,200.00000,-200.00000,0
Kepler-75 b,Transit,8.88492400,0.00000200,-0.00000200,0,3146.40000,158.90000,-158.90000,0
bet Pic b,Imaging,7800.00000000,,,0,3146.51700,,,0
HD 12235 c,Radial Velocity,36336.70678753,9732.19597897,-6058.52005551,0,3171.50491,963.79768,-607.33141,0
HD 106252 b,Radial Velocity,1535.00000000,4.00000000,-4.00000000,0,3178.28407,247.90616,-232.01474,0
KOI-12 b,Transit,17.85523330,0.00000090,-0.00000090,0,3178.30000,,,1
HD 156279 c,Radial Velocity,4818.25358194,44.45769255,-43.09386956,0,3207.01405,310.83593,-300.63075,0
Kepler-75 b,Transit,8.88491160,0.00000340,-0.00000340,0,3209.90000,127.10000,-127.10000,0
Kepler-75 b,Transit,8.88491160,0.00000340,-0.00000340,0,3210.08300,114.41880,-111.24050,0
WASP-18 b,Transit,0.94145290,0.00000078,-0.00000086,0,3213.26130,76.27920,-66.74430,0
bet Pic c,Radial Velocity,1192.77951035,5.50555326,-4.43171667,0,3223.13586,368.33741,-329.37745,0
WASP-18 b,Transit,0.90000000,,,0,3241.70000,,,0
WASP-18 b,Transit,0.94145223,0.00000024,-0.00000024,0,3241.84975,111.23994,-111.23994,0
WASP-18 b,Transit,0.94145230,0.00000030,-0.00000030,0,3241.86600,222.48100,-228.83760,0
ups And d,Radial Velocity,1281.50700000,1.05500000,-1.05500000,0,3257.74117,222.47988,-1048.83374,0
WASP-18 b,Transit,0.94145181,0.00000044,-0.00000044,0,3270.47070,117.59710,-117.59710,0
CoRoT-27 b,Transit,3.57532000,0.00006000,-0.00006000,0,3273.64900,257.44230,-263.79890,0
WASP-18 b,Transit,0.94145181,0.00000044,-0.00000044,0,3299.07540,108.06220,-108.06220,0
HD 115404 A c,Radial Velocity,15319.22517076,7240.32595176,-3541.36456759,0,3299.58202,450.22609,-403.53596,0
CoRoT-27 b,Transit,3.57532000,0.00006000,-0.00006000,0,3302.11000,174.80000,-174.80000,0
WASP-18 b,Transit,0.94145260,0.00000160,-0.00000150,0,3305.43200,,,0
WASP-18 b,Transit,0.94124000,0.00000234,-0.00000234,0,3314.82000,,,0
WASP-18 b,Transit,0.94145299,0.00000087,-0.00000087,0,3314.83000,120.77000,-120.77000,0
HD 38529 c,Radial Velocity,2127.60565656,1.49376260,-1.55087609,0,3320.46746,304.33764,-302.51884,0
CFBDSIR J145829+101343 b,Imaging,10037.50000000,2737.50000000,-2737.50000000,0,3337.10000,1430.20000,-1430.20000,0
HD 66428 b,Radial Velocity,2269.81725722,5.36610638,-5.85401150,0,3426.60694,828.61812,-1169.58929,0
b Cen AB b,Imaging,1790000.00000000,830000.00000000,-830000.00000000,0,3464.32964,508.52545,-508.52545,0
bet Pic b,Imaging,8110.00000000,,,-1,3496.13000,635.66000,-635.66000,0
HD 125271 b,Radial Velocity,14901.99295308,3707.63683366,-3025.64091374,0,3514.14627,549.00472,-447.12024,0
HD 106515 A b,Radial Velocity,3586.86089301,59.17074051,-34.26066312,0,3518.96545,1561.15929,-531.31308,0
HD 142 c,Radial Velocity,10159.64279484,380.84010124,-321.75084234,0,3521.33769,348.33401,-350.60553,0
HD 194490 b,Radial Velocity,13092.18347776,3494.64637262,-2509.99733862,0,3580.02270,542.62637,-440.52518,0
HAT-P-2 b,Transit,5.63347000,0.00000600,-0.00000600,0,3632.79690,616.59020,-616.59020,0
WASP-18 b,Transit,0.94145000,0.00000100,-0.00000100,0,3635.97520,479.92330,-479.92330,0
HD 23596 b,Radial Velocity,1535.11912389,7.76172062,-9.26012683,0,3674.93800,426.14242,-450.32589,0
CI Tau b,Radial Velocity,8.98910000,0.02020000,-0.02020000,0,3686.82800,921.70700,-858.14100,0
XO-3 b,Transit,3.19153285,0.00000058,-0.00000058,0,3718.61100,133.48860,-136.66690,0
bet Pic b,Imaging,8617.50951973,91.69540092,-75.38052508,0,3729.12221,741.06729,-680.00893,0
XO-3 b,Transit,3.19152390,0.00000680,-0.00000680,0,3747.06000,187.51200,-187.51200,0
XO-3 b,Transit,3.19152890,0.00000320,-0.00000320,0,3759.92890,123.95370,-123.95370,0
HD 149806 b,Radial Velocity,16521.52777877,6426.22917997,-3696.60572824,0,3878.07724,981.65531,-758.64306,0
HD 39091 b,Radial Velocity,2088.75851193,0.40895569,-0.42232005,0,3889.98524,406.02760,-412.69930,0
HD 196067 b,Radial Velocity,3609.00000000,230.00000000,-157.00000000,0,3972.85509,794.57102,-572.09113,0
Kepler-407 c,Radial Velocity,3000.00000000,500.00000000,-500.00000000,0,4000.00000,2000.00000,-2000.00000,0
HD 39091 b,Radial Velocity,2088.33000000,0.34000000,-0.34000000,0,4004.63793,635.65681,-635.65681,0
Kepler-25 b,Transit,6.23850000,,,0,4036.30000,,,1
HD 206893 c,Imaging,2090.00000000,44.00000000,-37.00000000,0,4036.42077,381.39409,-317.82841,0
GJ 2030 c,Radial Velocity,25533.11353048,2549.01187087,-2322.57167558,0,4067.84698,748.29814,-677.89003,0
HD 86264 b,Radial Velocity,1488.79122664,58.01645370,-46.45771508,0,4073.50239,2763.84026,-1577.09982,0
TOI-4603 b,Transit,7.24599000,0.00022000,-0.00021000,0,4096.80817,184.34048,-181.16219,0
HD 39091 b,Radial Velocity,2091.00000000,1.90000000,-1.90000000,0,4099.98645,667.43965,-540.30829,0
HATS-70 b,Transit,1.88823780,0.00000150,-0.00000150,0,4100.00700,572.09400,-508.52800,0
HD 39091 b,Radial Velocity,2090.30000000,2.60000000,-2.60000000,0,4100.00700,731.00900,-603.87700,0
EPIC 248847494 b,Transit,3650.00000000,1280.00000000,-1130.00000000,0,4131.79000,,,1
HD 136118 b,Radial Velocity,1187.59765270,2.22731687,-2.38110801,0,4174.77030,419.04374,-412.76915,0
XO-3 b,Transit,3.19154260,0.00014000,-0.00014000,0,4211.22639,203.41018,-203.41018,0
HD 93351 c,Radial Velocity,14010.29409878,5932.28834860,-1538.69000167,0,4230.46976,556.77777,-508.97546,0
OGLE-2016-BLG-1190L b,Microlensing,1220.00000000,1900.00000000,-300.00000000,0,4253.00000,280.00000,-260.00000,0
OGLE-2016-BLG-1190L b,Microlensing,1110.00000000,2110.00000000,-325.00000000,0,4253.00000,310.00000,-280.00000,0
HD 8673 b,Radial Velocity,1644.69096520,10.98616884,-15.69616425,0,4259.27322,490.26456,-497.71565,0
