pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
K2-29 b,Transit,3.25892630,0.00000150,-0.00000150,0,194.82979,8.58141,-8.26358,0
HAT-P-63 b,Transit,3.37772800,0.00001300,-0.00001300,0,195.14664,7.62788,-7.62788,0
HAT-P-40 b,Transit,4.45724300,0.00001000,-0.00001000,0,195.45700,12.07700,-12.07700,0
HAT-P-27 b,Transit,3.03958240,0.00000350,-0.00000350,0,195.78328,9.53490,-9.53490,0
WASP-22 b,Transit,3.53273064,0.00000070,-0.00000070,0,196.10111,8.89924,-5.72094,0
OGLE-TR-10 b,Transit,3.10127800,,,0,197.04600,44.49400,-44.49400,0
HAT-P-27 b,Transit,3.03957700,0.00000500,-0.00000600,0,197.05000,9.53000,-9.53000,0
HD 209458 b,Radial Velocity,3.52390000,0.00460000,-0.00460000,0,197.05000,15.89000,-15.89000,0
TOI-3023 b,Transit,3.90149710,0.00000310,-0.00000310,0,197.05361,31.78284,-28.60456,0
K2-30 b,Transit,4.09850700,0.00002800,-0.00002800,0,198.00809,9.85273,-9.85273,0
KOI-142 c,Transit,22.33950000,0.00190000,-0.00170000,0,198.80000,9.20000,-10.60000,0
HAT-P-28 b,Transit,3.25721500,0.00000700,-0.00000700,0,198.95300,11.75900,-11.75900,0
WASP-55 b,Transit,4.46562910,0.00000110,-0.00000110,0,199.27941,12.07754,-12.39537,0
TOI-216.01,Transit,34.55600000,0.01400000,-0.01000000,0,200.00000,170.00000,-100.00000,0
HD 209458 b,Radial Velocity,3.52500000,0.00300000,-0.00300000,0,200.22000,,,0
Kepler-74 b,Transit,7.34071100,0.00000600,-0.00000600,0,200.22000,38.14000,-38.14000,0
TOI-1670 c,Transit,40.74976000,0.00002200,-0.00021000,0,200.23190,28.60456,-25.42627,0
HATS-39 b,Transit,4.57763480,0.00000730,-0.00000730,0,200.23290,41.31790,-41.31790,0
WASP-90 b,Transit,3.91624300,0.00000300,-0.00000300,0,200.23290,22.24810,-22.24810,0
Kepler-15 b,Transit,4.94278090,0.00000140,-0.00000140,0,201.18639,14.62018,-14.30235,0
Kepler-6 b,Transit,3.23470200,0.00000330,-0.00000330,0,201.18639,19.38763,-10.80622,0
WASP-54 b,Transit,3.69364110,0.00000430,-0.00000740,0,202.13100,7.94500,-7.62800,0
HAT-P-28 b,Transit,3.25721500,0.00000700,-0.00000700,0,202.45771,11.75971,-11.75971,0
NGTS-25 b,Transit,2.82309300,0.00000330,-0.00000330,0,203.09235,18.43405,-16.52708,0
TOI-2207 b,Transit,8.00196800,0.00002400,-0.00002500,0,203.41018,31.78284,-38.13941,0
V1298 Tau b,Transit,24.13990000,0.00150000,-0.00150000,0,203.41018,60.38740,-60.38740,0
WASP-57 b,Transit,2.83891856,0.00000081,-0.00000081,0,204.36469,17.79848,-17.16282,0
WASP-57 b,Transit,2.83891856,0.00000081,-0.00000081,0,204.68252,19.70546,-19.70546,0
Kepler-6 b,Transit,3.23469940,0.00000035,-0.00000035,0,205.63601,17.48065,-13.03103,0
TOI-2184 b,Transit,6.90683000,0.00009000,-0.00009000,0,206.58846,50.85255,-50.85255,0
HAT-P-3 b,Transit,2.89970000,0.00005400,-0.00005400,0,206.58950,34.96130,-34.96130,0
HATS-26 b,Transit,3.30238810,0.00000760,-0.00000760,0,206.58950,24.15508,-24.15508,0
HAT-P-4 b,Transit,3.05652540,0.00000120,-0.00000120,0,206.90733,10.48839,-11.75971,0
HATS-29 b,Transit,4.60587490,0.00000630,-0.00000630,0,207.54299,20.02329,-20.02329,0
TOI-2525 c,Transit,49.25190000,0.00040000,-0.00040000,0,208.81326,9.85268,-10.17051,0
WASP-165 b,Transit,3.46550900,0.00002300,-0.00002300,0,209.13214,30.82951,-29.24036,0
HAT-P-27 b,Transit,3.03958600,0.00001200,-0.00001200,0,209.75900,10.48790,-10.48790,0
Kepler-15 b,Transit,4.94278200,0.00000130,-0.00000130,0,209.76000,25.43000,-28.60000,0
Kepler-91 b,Transit,6.24668005,0.00002647,-0.00002647,0,209.76000,19.07000,-19.07000,0
eps Eri b,Radial Velocity,2671.00000000,17.00000000,-23.00000000,0,209.76675,38.13941,-28.60456,0
HAT-P-33 b,Transit,3.47447400,0.00000100,-0.00000100,0,209.76780,44.49620,-44.49620,0
KELT-8 b,Transit,3.24406000,0.00016000,-0.00016000,0,209.76780,38.13960,-38.13960,0
OGLE-TR-10 b,Transit,3.10140000,,,0,209.76780,66.74430,-66.74430,0
TOI-1899 b,Transit,29.02000000,0.36000000,-0.23000000,0,209.76780,22.24810,-22.24810,0
KOI-984 c,Transit Timing Variations,21.51200000,0.00040000,-0.00040000,0,209.80000,40.00000,-40.00000,0
HAT-P-43 b,Transit,3.33268700,0.00001500,-0.00001500,0,210.39500,19.06900,-19.06900,0
HATS-60 b,Transit,3.56082900,0.00003200,-0.00003200,0,210.40346,17.48065,-17.48065,0
TOI-3235 b,Transit,2.59261842,0.00000041,-0.00000041,0,211.35589,7.94571,-7.94571,0
NGTS-16 b,Transit,4.84532000,0.00002000,-0.00002000,0,211.99155,49.89906,-40.99986,0
TOI-905 b,Transit,3.73949400,0.00003800,-0.00003800,0,211.99261,13.34886,-13.03103,0
Kepler-6 b,Transit,3.23469960,0.00000040,-0.00000040,0,212.31044,12.07754,-11.12405,0
Qatar-6 b,Transit,3.50619500,0.00001800,-0.00001800,0,212.31044,20.97678,-20.97678,0
Kepler-6 b,Transit,3.23472300,0.00001700,-0.00001700,0,212.61900,7.94500,-9.53400,0
TIC 257060897 b,Transit,3.66002800,0.00000600,-0.00000600,0,212.94503,9.53485,-9.53485,0
HAT-P-9 b,Transit,3.92289000,,,0,212.94610,25.42640,-25.42640,0
WASP-22 b,Transit,3.53269000,0.00001000,-0.00001000,0,212.94610,60.38770,-60.38770,0
HAT-P-4 b,Transit,3.05653600,,,0,213.25500,10.48800,-13.98400,0
WASP-57 b,Transit,2.83897100,0.00000200,-0.00000200,0,213.57300,15.57300,-14.62000,0
HATS-28 b,Transit,3.18107810,0.00000390,-0.00000390,0,213.58176,27.65121,-27.65121,0
KOI-142 c,Transit,22.26492000,0.00067000,-0.00067000,0,214.10000,5.20000,-5.20000,0
HAT-P-29 b,Transit,5.72339000,0.00000100,-0.00000100,0,214.85308,11.12405,-10.80622,0
KELT-10 b,Transit,4.16627390,0.00000630,-0.00000630,0,215.80657,12.39537,-12.07754,0
HAT-P-4 b,Transit,3.05651140,0.00000280,-0.00000280,0,216.12000,12.71000,-12.71000,0
Kepler-74 b,Transit,7.34071800,0.00000100,-0.00000100,0,216.12000,28.60000,-28.60000,0
CoRoT-36 b,Transit,5.61653100,0.00002300,-0.00002300,0,216.12332,149.37935,-136.66622,1
HAT-P-32 b,Transit,2.15000820,0.00000013,-0.00000013,0,216.12440,34.96130,-31.78300,0
HAT-P-4 b,Transit,3.05651950,0.00000250,-0.00000250,0,216.12440,14.62018,-9.53490,0
HAT-P-4 b,Transit,3.05653600,0.00005700,-0.00005700,0,216.12440,12.71320,-12.71320,0
OGLE-TR-10 b,Transit,3.10127800,0.00000400,-0.00000400,0,216.12440,47.67450,-47.67450,0
OGLE-TR-211 b,Transit,3.67724000,0.00003000,-0.00003000,0,216.12440,76.27920,-88.99240,0
HD 209458 b,Radial Velocity,3.52474859,0.00000038,-0.00000038,0,216.76006,4.44962,-4.76745,0
HAT-P-24 b,Transit,3.35524000,0.00000700,-0.00000700,0,217.70400,10.48800,-10.48800,0
HD 209458 b,Radial Velocity,3.52474600,,,0,217.70400,4.76700,-4.44900,0
HAT-P-24 b,Transit,3.35524640,,,0,217.71355,10.48839,-10.48839,0
WASP-84 b,Transit,8.52349620,0.00000370,-0.00000370,0,218.34921,10.48839,-10.48839,0
HD 209458 b,Radial Velocity,3.50000000,,,0,219.29000,,,0
HD 209458 b,Radial Velocity,3.52000000,,,0,219.30270,,,0
WASP-84 b,Transit,8.52348650,0.00000700,-0.00000700,0,220.56500,8.89900,-8.89900,0
WASP-84 b,Transit,8.52348650,0.00000700,-0.00000700,0,220.57402,15.57367,-14.93801,0
Kepler-15 b,Transit,4.94278200,0.00001300,-0.00001300,0,221.20968,31.46517,-31.46517,0
TrES-1 b,Transit,3.03006973,0.00000018,-0.00000018,0,221.52751,8.89924,-8.58141,0
TOI-1789 b,Transit,3.20866400,0.00001500,-0.00001500,0,222.47988,50.85255,-50.85255,0
TOI-3714 b,Transit,2.15484900,0.00000100,-0.00000100,0,222.47988,9.53485,-9.53485,0
HATS-45 b,Transit,4.18762440,0.00000560,-0.00000560,0,222.48100,47.67450,-47.67450,0
V830 Tau b,Radial Velocity,4.92700000,0.00800000,-0.00800000,0,222.48100,38.13960,-38.13960,0
WASP-35 b,Transit,3.16157500,0.00000200,-0.00000200,0,222.79883,6.03877,-6.03877,0
CoRoT-4 b,Transit,9.20205000,0.00037000,-0.00037000,0,223.43449,22.56593,-23.20159,0
HATS-30 b,Transit,3.17435160,0.00000260,-0.00000260,0,224.38798,12.39537,-12.39537,0
XO-7 b,Transit,2.86414240,0.00000430,-0.00000430,0,225.34147,10.80622,-10.80622,0
Kepler-245 c,Transit,17.46100000,,,0,225.60000,61.30000,-36.50000,0
Kepler-77 b,Transit,3.57878060,0.00000016,-0.00000016,0,225.65000,31.78000,-31.78000,0
TOI-2818 b,Transit,4.03970900,0.00000240,-0.00000230,0,225.65817,82.63539,-82.63539,0
WASP-35 b,Transit,3.16158000,0.00000200,-0.00000200,0,225.65930,31.78300,-31.78300,0
HAT-P-30 b,Transit,2.81059500,0.00000500,-0.00000500,0,225.96800,8.89900,-8.89900,0
HD 209458 b,Radial Velocity,3.52474859,0.00000038,-0.00000038,0,226.93062,5.40311,-5.40311,0
GJ 876 c,Radial Velocity,30.08810000,0.00820000,-0.00820000,0,226.98460,1.23950,-1.23950,0
WASP-35 b,Transit,3.16157500,0.00000200,-0.00000200,0,228.82800,19.06900,-19.06900,0
CoRoT-4 b,Transit,9.20205000,0.00037000,-0.00037000,0,228.83000,25.43000,-25.43000,0
Kepler-423 b,Transit,2.68432848,0.00000008,-0.00000008,0,228.83000,38.14000,-38.14000,0
WASP-74 b,Transit,2.13775000,0.00000100,-0.00000100,0,228.83760,38.13960,-38.13960,0
HAT-P-24 b,Transit,3.35524790,0.00000620,-0.00000620,0,229.79109,9.85273,-9.53490,0
HAT-P-68 b,Transit,2.29840551,0.00000052,-0.00000052,0,230.10892,13.66669,-13.66669,0
OGLE-2006-BLG-109L b,Microlensing,1788.50000000,584.00000000,-547.50000000,0,231.00000,19.00000,-19.00000,0
WASP-81 b,Transit,2.71647620,0.00000230,-0.00000230,0,231.69807,11.44188,-11.12405,0
TOI-4087 b,Transit,3.17748350,0.00000094,-0.00000094,0,232.01474,44.49598,-44.49598,0
HAT-P-43 b,Transit,3.33268700,0.00001500,-0.00001500,0,232.01590,101.70560,-44.49620,0
HD 209458 b,Radial Velocity,3.52474859,0.00000038,-0.00000038,0,232.01590,12.71320,-12.71320,0
K2-29 b,Transit,3.25883210,0.00000190,-0.00000190,0,232.01590,12.71320,-12.71320,0
CoRoT-4 b,Transit,9.20205000,0.00037000,-0.00037000,0,232.33373,22.88376,-23.51942,0
Wendelstein-2 b,Transit,1.75222390,0.00000080,-0.00000080,0,232.33373,171.94603,-98.84513,0
HAT-P-30 b,Transit,2.81060840,0.00000110,-0.00000110,0,232.96939,7.31009,-7.31009,0
Qatar-10 b,Transit,1.64532100,0.00001000,-0.00001000,0,233.92288,28.60470,-28.60470,0
NGTS-2 b,Transit,4.51116400,0.00006100,-0.00006100,0,235.19420,41.31790,-38.13960,0
Kepler-56 b,Transit,10.50100000,,,0,236.20000,67.50000,-59.60000,0
HAT-P-30 b,Transit,2.81059500,0.00000500,-0.00000500,0,237.10118,6.35660,-6.67443,0
HAT-P-9 b,Transit,3.92281072,0.00000102,-0.00000102,0,238.05467,20.34112,-20.02329,0
TrES-1 b,Transit,3.03006500,0.00000800,-0.00000800,0,238.36000,22.25000,-22.25000,0
HAT-P-24 b,Transit,3.35524000,0.00000700,-0.00000700,0,238.37250,79.45750,-79.45750,0
HAT-P-32 b,Transit,2.15000825,0.00000012,-0.00000012,0,238.37250,41.31790,-41.31790,0
OGLE-TR-211 b,Transit,3.67724000,0.00003000,-0.00003000,0,238.37250,47.67450,-47.67450,0
NGTS-15 b,Transit,3.27623000,0.00001000,-0.00001000,0,238.68913,32.41850,-27.96890,0
TrES-1 b,Transit,3.03006500,,,0,238.99800,14.93700,-14.62000,0
HATS-54 b,Transit,2.54417650,0.00000240,-0.00000240,0,239.32479,18.11622,-18.11622,0
Kepler-91 b,Transit,6.24669600,0.00004000,-0.00003200,0,241.54000,41.32000,-41.32000,0
HAT-P-54 b,Transit,3.79984700,0.00001400,-0.00001400,0,241.55080,10.17056,-10.17056,0
HATS-54 b,Transit,2.54418280,0.00000430,-0.00000430,0,241.55080,31.78300,-31.78300,0
HAT-P-62 b,Transit,2.64532350,0.00000390,-0.00000390,0,241.86742,27.96890,-27.96890,0
HAT-P-9 b,Transit,3.92281400,0.00000200,-0.00000200,0,241.86863,31.78300,-29.24036,0
TrES-1 b,Transit,3.03007280,0.00000060,-0.00000060,0,241.86863,16.20933,-16.20933,0
HAT-P-33 b,Transit,3.47447400,0.00000100,-0.00000100,0,242.17600,32.09900,-32.09900,0
NGTS-17 b,Transit,3.24253000,0.00001000,-0.00001000,0,242.82090,61.97654,-52.12386,0
HAT-P-29 b,Transit,5.72339000,0.00001300,-0.00001300,0,243.77561,14.93801,-14.30235,0
HATS-51 b,Transit,3.34887020,0.00000390,-0.00000390,0,244.09344,14.30235,-14.30235,0
V830 Tau b,Radial Velocity,4.93000000,0.05000000,-0.05000000,0,244.72910,47.67450,-47.67450,0
K2-290 c,Transit,48.36685000,0.00041000,-0.00040000,0,246.00042,14.93801,-14.93801,0
HAT-P-29 b,Transit,5.72318600,0.00004900,-0.00004900,0,247.26100,24.15400,-12.71300,0
HAT-P-9 b,Transit,3.92281400,0.00000200,-0.00000200,0,247.27174,26.37989,-26.37989,0
HAT-P-9 b,Transit,3.92289000,0.00004000,-0.00004000,0,247.90000,28.60000,-28.60000,0
OGLE-TR-111 b,Transit,4.01444770,0.00000190,-0.00000190,0,247.90740,197.05460,-88.99240,0
TrES-4 b,Transit,3.55395000,0.00007500,-0.00007500,0,247.90740,60.38770,-60.38770,0
WASP-17 b,Transit,3.73543000,0.00000800,-0.00000800,0,247.90740,73.10090,-73.10090,0
eps Eri b,Radial Velocity,2690.00000000,30.00000000,-30.00000000,0,247.90740,120.77540,-38.13960,0
HAT-P-66 b,Transit,2.97208600,0.00000570,-0.00000570,0,248.86089,18.11631,-18.11631,0
GJ 876 c,Radial Velocity,30.45500000,0.01900000,-0.01900000,0,251.07500,1.90700,-1.90700,0
WASP-11 b,Transit,3.72247000,0.00000700,-0.00000700,0,251.08570,54.03110,-54.03110,0
TOI-169 b,Transit,2.25544770,0.00000630,-0.00000630,0,251.40353,20.34112,-19.06980,0
TOI-4463 A b,Transit,2.88071980,0.00000280,-0.00000270,0,252.35576,12.39531,-12.71314,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,252.67485,17.79848,-28.92253,0
55 Cnc b,Radial Velocity,14.60000000,,,0,254.25000,,,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,254.25300,32.41700,-32.41700,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,254.26400,31.78300,-31.78300,0
KOI-351 g,Transit,210.60300000,,,0,254.26400,,,1
WASP-187 b,Transit,5.14787800,0.00000500,-0.00000900,0,254.26400,28.60470,-28.60470,0
WASP-48 b,Transit,2.14363000,0.00000300,-0.00000300,0,254.26400,73.10090,-73.10090,0
Kepler-23 b,Transit,7.10730000,,,0,254.30000,,,1
WASP-92 b,Transit,2.17467420,0.00000160,-0.00000160,0,255.85315,21.61244,-21.61244,0
HATS-59 b,Transit,5.41608100,0.00001600,-0.00001600,0,256.17098,21.93027,-21.93027,0
Lupus-TR-3 b,Transit,3.91405000,0.00004000,-0.00004000,0,257.43100,57.20700,-57.20700,0
Kepler-91 b,Transit,6.24658000,0.00008000,-0.00008000,0,257.44230,57.20940,-54.03110,0
NGTS-1 b,Transit,2.64729800,0.00002000,-0.00002000,0,258.07796,20.97678,-23.83725,0
HATS-9 b,Transit,1.91531100,0.00000094,-0.00000094,0,259.34928,12.07754,-12.07754,0
Gaia-2 b,Transit,3.69152240,0.00000390,-0.00000390,0,259.66581,14.93794,-14.93794,0
HAT-P-52 b,Transit,2.75359530,0.00000940,-0.00000940,0,259.66711,13.03103,-12.39537,0
WASP-78 b,Transit,2.17517630,0.00000470,-0.00000470,0,259.66711,23.83725,-21.93027,0
HAT-P-52 b,Transit,2.75359530,0.00000940,-0.00000940,0,259.98494,9.21707,-9.21707,0
Kepler-65 e,Radial Velocity,258.80000000,1.50000000,-1.30000000,0,260.00000,200.00000,-50.00000,0
TOI-2158 b,Transit,8.60077000,0.00003000,-0.00003000,0,260.61929,25.42627,-25.42627,0
TOI-2570 b,Transit,2.98876150,0.00000220,-0.00000220,0,260.61929,20.02319,-20.65885,0
HATS-65 b,Transit,3.10516100,0.00000160,-0.00000160,0,260.93843,26.37989,-26.37989,0
HATS-9 b,Transit,1.91530730,0.00000520,-0.00000520,0,261.57409,13.03103,-12.39537,0
CoRoT-9 b,Transit,95.27380000,0.00140000,-0.00140000,0,262.52758,26.37989,-26.37989,0
WASP-74 b,Transit,2.13774450,0.00000180,-0.00000180,0,262.52758,6.67443,-6.67443,0
WASP-98 b,Transit,2.96264000,0.00000130,-0.00000130,0,263.79000,22.25000,-22.25000,0
HAT-P-30 b,Transit,2.81060000,0.00000500,-0.00000500,0,263.79890,57.20940,-57.20940,0
HAT-P-32 b,Transit,2.15001000,0.00000100,-0.00000100,0,263.79890,66.74430,-66.74430,0
HATS-11 b,Transit,3.61916340,0.00000310,-0.00000310,0,263.79890,31.78300,-31.78300,0
XO-1 b,Transit,3.94153000,0.00002700,-0.00002700,0,263.79890,41.31790,-41.31790,0
55 Cnc b,Radial Velocity,14.65152000,0.00015000,-0.00015000,0,263.97850,1.04880,-1.04880,0
WASP-16 b,Transit,3.11860680,0.00000120,-0.00000120,0,264.43456,12.07754,-12.07754,0
HATS-9 b,Transit,1.91530730,0.00000520,-0.00000520,0,266.02371,9.21707,-9.21707,0
GJ 876 c,Radial Velocity,30.07840000,0.00750000,-0.00710000,0,266.20000,4.80000,-4.30000,0
55 Cnc b,Radial Velocity,14.46531400,0.00090000,-0.00095000,0,266.96600,41.63400,-9.85200,0
CoRoT-9 b,Transit,95.27380000,0.00140000,-0.00140000,0,266.97000,22.25000,-22.25000,0
Kepler-435 b,Transit,8.60015360,0.00000180,-0.00000180,0,266.97000,47.67000,-47.67000,0
CoRoT-29 b,Transit,2.85057000,0.00000600,-0.00000600,0,266.97720,41.31790,-38.13960,0
CoRoT-31 b,Transit,4.62941000,0.00075000,-0.00075000,0,266.97720,108.06220,-108.06220,0
CoRoT-9 b,Transit,95.27265600,0.00006800,-0.00006800,0,266.97720,15.89150,-15.89150,0
K2-107 b,Transit,3.31392000,0.00002000,-0.00002000,0,266.97720,25.42640,-25.42640,0
K2-115 b,Transit,20.27303400,0.00003600,-0.00003700,0,266.97720,57.20940,-63.56600,0
TrES-1 b,Transit,3.03007000,0.00000800,-0.00000800,0,266.97720,34.96130,-34.96130,0
WASP-142 b,Transit,2.05286800,0.00000200,-0.00000200,0,266.97720,28.60470,-28.60470,0
Kepler-68 d,Radial Velocity,625.00000000,16.00000000,-16.00000000,0,267.00000,16.00000,-16.00000,0
WASP-79 b,Transit,3.66238660,0.00000850,-0.00000850,0,267.93069,27.01555,-25.42640,0
CoRoT-9 b,Transit,95.27265600,0.00006800,-0.00006800,0,268.88418,17.79848,-18.11631,0
WASP-1 b,Transit,2.51994529,0.00000056,-0.00000056,0,268.88418,17.16282,-17.16282,0
WASP-2 b,Transit,2.15222144,0.00000039,-0.00000039,0,269.20201,14.30235,-14.30235,0
WASP-2 b,Transit,2.15222144,0.00000039,-0.00000039,0,269.20201,14.30235,-14.30235,0
WASP-98 b,Transit,2.96264000,0.00000130,-0.00000130,0,269.51984,26.69772,-24.15508,0
CoRoT-29 b,Transit,2.85057000,0.00000600,-0.00000600,0,270.15550,63.56600,-63.56600,0
HATS-11 b,Transit,3.61916130,0.00000990,-0.00000990,0,270.15550,38.13960,-38.13960,0
Kepler-435 b,Transit,8.60015360,0.00000180,-0.00000180,0,270.15550,41.31790,-41.31790,0
WASP-26 b,Transit,2.75660000,0.00001000,-0.00001000,0,270.15550,73.10090,-73.10090,0
WASP-41 b,Transit,3.05240000,0.00000100,-0.00000100,0,270.15550,34.96130,-34.96130,0
WASP-79 b,Transit,3.66238000,0.00000500,-0.00000500,0,270.15550,57.20940,-57.20940,0
WASP-79 b,Transit,3.66239200,0.00000400,-0.00000400,0,270.15550,25.42640,-25.42640,0
HAT-P-13 b,Transit,2.91625000,0.00001500,-0.00001500,0,270.46200,12.07700,-12.07700,0
TOI-1478 b,Transit,10.18024900,0.00001500,-0.00001500,0,270.47333,16.52716,-14.93801,0
HAT-P-13 b,Transit,2.91626000,0.00001000,-0.00001000,0,271.09800,9.21700,-14.62000,0
WASP-1 b,Transit,2.51994540,0.00000050,-0.00000050,0,271.41500,18.11600,-16.52600,0
WASP-176 b,Transit,3.89905200,0.00000500,-0.00000500,0,271.74465,22.88376,-21.93027,0
WASP-16 b,Transit,3.11860090,0.00001460,-0.00001310,0,272.00000,14.00000,-24.00000,0
WASP-59 b,Transit,7.91958500,0.00001000,-0.00001000,0,272.38031,14.62018,-14.93801,0
KELT-8 b,Transit,3.24406000,0.00016000,-0.00016000,0,272.69814,16.84499,-16.20933,0
GJ 876 c,Radial Velocity,30.25900000,0.01000000,-0.01000000,0,273.32000,,,0
HAT-P-32 b,Transit,2.15000800,0.00000100,-0.00000100,0,273.32200,52.12200,-52.12200,0
HAT-P-32 b,Transit,2.15000850,0.00000020,-0.00000020,0,273.33380,52.12412,-52.12412,0
HAT-P-45 b,Transit,3.12899200,0.00002100,-0.00002100,0,273.33380,34.96130,-38.13960,0
K2-238 b,Transit,3.20466000,0.00003000,-0.00003000,0,273.33380,41.31790,-38.13960,0
WASP-1 b,Transit,2.51996100,0.00001800,-0.00001800,0,273.33380,22.88376,-22.88376,0
WASP-78 b,Transit,2.17517300,0.00000300,-0.00000300,0,273.33380,25.42640,-25.42640,0
WASP-59 b,Transit,7.91958500,0.00001000,-0.00001000,0,274.27600,14.30200,-14.30200,0
WASP-2 b,Transit,2.15222540,0.00000150,-0.00000140,0,275.24078,24.15508,-26.69772,0
KELT-8 b,Transit,3.24406000,0.00016000,-0.00016000,0,275.55861,20.65895,-19.38763,0
WASP-44 b,Transit,2.42381200,0.00000120,-0.00000120,0,275.55861,20.34112,-20.34112,0
WASP-44 b,Transit,2.42380400,0.00000800,-0.00000800,0,276.51210,20.02329,-19.70546,0
CoRoT-12 b,Transit,2.82805268,0.00000065,-0.00000065,0,277.46559,25.74423,-24.79074,0
TrES-4 b,Transit,3.55394500,0.00007500,-0.00007500,0,278.73691,23.20159,-23.20159,0
WASP-44 b,Transit,2.42381330,0.00000230,-0.00000230,0,279.05474,20.65895,-21.29461,0
WASP-23 b,Transit,2.94443000,0.00000110,-0.00000110,0,279.37257,30.19385,-31.78300,0
Kepler-91 b,Transit,6.24658000,0.00008200,-0.00008200,0,279.68000,54.03000,-104.88000,0
WASP-2 b,Transit,2.15222600,0.00000400,-0.00000400,0,279.68000,25.43000,-25.43000,0
HAT-P-29 b,Transit,5.72319000,0.00004900,-0.00004900,0,279.69040,79.45750,-79.45750,0
HAT-P-42 b,Transit,4.64187800,0.00003200,-0.00003200,0,279.69040,44.49620,-41.31790,0
HATS-31 b,Transit,3.37796000,0.00001200,-0.00001200,0,279.69040,38.13960,-38.13960,0
TOI-640 b,Transit,5.00377750,0.00000480,-0.00000480,0,279.69040,50.85280,-50.85280,0
WASP-2 b,Transit,2.15222144,0.00000039,-0.00000039,0,279.69040,12.07754,-12.07754,0
HAT-P-13 b,Transit,2.91623830,0.00000220,-0.00000220,0,280.64389,8.58141,-14.93801,0
WASP-23 b,Transit,2.94442560,0.00000110,-0.00000130,0,280.95000,27.96800,-31.46400,0
Kepler-46 b,Transit,33.64800000,0.00400000,-0.00500000,0,281.27955,118.86842,-109.01569,0
CoRoT-12 b,Transit,2.82804200,0.00001300,-0.00001300,0,281.91521,25.10857,-25.10857,0
WASP-44 b,Transit,2.42380390,0.00000870,-0.00000870,0,282.53900,19.70500,-19.70500,0
WASP-28 b,Transit,3.40883495,0.00000015,-0.00000015,0,282.54945,18.43405,-18.43405,0
WASP-78 b,Transit,2.17517632,0.00000470,-0.00000470,0,282.85700,25.42500,-25.42500,0
WASP-58 b,Transit,5.01718000,0.00001100,-0.00001100,0,282.86000,22.25000,-22.25000,0
WASP-1 b,Transit,2.51995000,0.00001000,-0.00001000,0,282.86870,44.49620,-44.49620,0
WASP-145 A b,Transit,1.76903810,0.00000080,-0.00000080,0,282.86870,12.71320,-12.71320,0
HAT-P-45 b,Transit,3.12899200,0.00002100,-0.00002100,0,283.49200,43.54100,-31.46400,0
TrES-4 b,Transit,3.55392680,0.00000320,-0.00000320,0,285.09351,23.83725,-23.83725,0
WASP-28 b,Transit,3.40884000,0.00000300,-0.00000300,0,285.71700,11.12400,-11.12400,0
HAT-P-13 b,Transit,2.91623830,0.00000220,-0.00000220,0,285.72917,9.53490,-9.21707,0
HAT-P-13 b,Transit,2.91623810,0.00000210,-0.00000220,0,285.72917,9.53490,-9.21707,0
WASP-123 b,Transit,2.97764120,0.00000230,-0.00000230,0,285.72917,11.44188,-11.44188,0
WASP-58 b,Transit,5.01718000,0.00001100,-0.00001100,0,285.72917,23.51942,-22.88376,0
WASP-79 b,Transit,3.66238660,0.00000850,-0.00000850,0,286.03000,25.43000,-25.43000,0
OGLE-TR-56 b,Transit,1.21190000,0.00001000,-0.00001000,0,286.04700,95.34900,-95.34900,0
WASP-180 A b,Transit,3.40926400,0.00000100,-0.00000100,0,286.04700,31.78300,-31.78300,0
XO-1 b,Transit,3.94153400,0.00002700,-0.00002700,0,286.04700,22.24810,-22.24810,0
KELT-4 A b,Transit,2.98959320,0.00000490,-0.00000490,0,286.68266,19.06980,-18.75197,0
Kepler-56 c,Transit,21.40500000,,,0,286.80000,56.90000,-51.70000,0
HAT-P-13 b,Transit,2.91623820,0.00000160,-0.00000160,0,287.95398,7.31009,-7.31009,0
WASP-28 b,Transit,3.40883000,0.00000600,-0.00000600,0,287.95398,14.62018,-13.98452,0
WASP-48 b,Transit,2.14363544,0.00000058,-0.00000058,0,288.00000,27.00000,-27.00000,0
WASP-28 b,Transit,3.40883000,0.00000600,-0.00000600,0,288.26000,13.66600,-13.66600,0
WASP-16 b,Transit,3.11860680,0.00000120,-0.00000120,0,288.58964,14.30235,-22.56593,0
KELT-15 b,Transit,3.32944100,0.00001600,-0.00001600,0,289.22530,66.74430,-69.92260,0
XO-1 b,Transit,3.94150685,0.00000018,-0.00000018,0,290.17879,12.07754,-12.07754,0
WASP-2 b,Transit,2.15226000,0.00000400,-0.00000400,0,290.48400,29.23900,-29.23900,0
WASP-2 b,Transit,2.15222600,,,0,290.80200,28.60300,-29.55700,0
CoRoT-12 b,Transit,2.82804200,0.00001300,-0.00001300,0,290.81445,22.56593,-21.93027,0
CoRoT-12 b,Transit,2.82804200,0.00001300,-0.00001300,0,291.43800,22.24700,-20.65800,0
TrES-4 b,Transit,3.55392460,0.00000140,-0.00000140,0,291.45011,22.24810,-22.24810,0
