pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_rade
BD+20 274,b,Radial Velocity,578.2,1.3,0.21,4.2,,,,25.920324,21.005314,,,4296,0.8,17.3,,,
HD 164604,b,Radial Velocity,606.4,1.3,0.24,2.7,,,,270.7789,-28.560644,37.98,9.827,4580,0.7,0.79,HD 164604,HIP 88414,
HD 167042,b,Radial Velocity,412.6,1.3,0.027,1.7,,,,272.631836,54.286552,50,5.94,4960,,4.5,HD 167042,HIP 89047,
HD 1690,b,Radial Velocity,533,1.3,0.64,6.1,,,,5.305497,-8.281169,7.01,9.173,4170,,0.27,HD 1690,HIP 1692,
HD 96167,b,Radial Velocity,498.9,1.3,0.71,0.68,,,,166.31279,-10.291301,84.03,8.08,5440,0.89,2.17,HD 96167,HIP 54195,
epsilon CrB,b,Radial Velocity,417.9,1.3,0.11,6.7,,,,239.396881,26.87788,70.42,4.15,4440,,22.02,HD 143107,HIP 78159,
11 Com,b,Radial Velocity,326.03,1.29,0.231,19.4,,,,185.179276,17.792868,110.62,4.74,4742,2.7,19.5,HD 107383,HIP 60202,
HD 17092,b,Radial Velocity,359.9,1.29,0.166,4.6,,,,41.592153,49.653075,,7.732,,,,HD 17092,,
HD 171028,b,Radial Velocity,538,1.29,0.61,1.83,,,,278.064552,6.945749,,8.292,,,,HD 171028,,
HD 153950,b,Radial Velocity,499.4,1.28,0.34,2.73,,,,256.128632,-43.309769,51.87,7.39,6070,1.18,1.4,HD 153950,HIP 83547,
HD 4113,b,Radial Velocity,526.62,1.28,0.903,1.56,,,,10.802486,-37.982632,44.05,7.881,5480,0.91,1.22,HD 4113,HIP 3391,
HIP 75458,b,Radial Velocity,511.098,1.275,0.7124,8.82,,,,231.232391,58.966064,31.33,3.29,4610,,12.91,HD 137759,HIP 75458,
HD 31253,b,Radial Velocity,466,1.26,0.3,0.5,,,,73.681892,12.352201,53.82,7.133,5960,1.13,1.71,HD 31253,HIP 22826,
HD 20367,b,Radial Velocity,500,1.25,0.23,1.07,,,,49.416859,31.127048,27.13,6.399,6030,1.17,1.17,HD 20367,HIP 15323,
HD 221287,b,Radial Velocity,456.1,1.25,0.08,3.09,,,,352.834747,-58.209732,52.88,7.807,6260,1.24,1.1,HD 221287,HIP 116084,
HD 28678,b,Radial Velocity,387.1,1.24,0.168,1.7,,,,67.856056,4.575287,168.92,8.44,4850,0.73,5.15,HD 28678,HIP 21109,
HD 98219,b,Radial Velocity,436.9,1.23,0.21,1.8,,,,169.448135,-23.975414,150.38,8.033,4930,,5.26,HD 98219,HIP 55174,
HD 177830,b,Radial Velocity,406.6,1.2218,0.009,1.49,,,,286.336548,25.92066,59.03,7.177,4670,,3.65,HD 177830,HIP 93746,
HD 212771,b,Radial Velocity,373.3,1.22,0.111,2.3,,,,336.762787,-17.263659,121.8,7.596,5080,0.78,4.76,HD 212771,HIP 110813,
HD 154857,b,Radial Velocity,409,1.2,0.47,1.8,,,,257.815521,-56.680798,68.54,7.238,5570,0.94,2.45,HD 154857,HIP 84069,
HD 210702,b,Radial Velocity,354.8,1.2,0.094,1.9,,,,332.963867,16.04055,55.93,5.95,4967,1.68,5.1,HD 210702,HIP 109577,
alpha Ari,b,Radial Velocity,380.8,1.2,0.25,1.8,,,,31.793364,23.462423,20.21,2,4553,1.5,13.9,HD 12929,HIP 9884,
42 Dra,b,Radial Velocity,479.1,1.19,0.38,3.88,,,,276.496399,65.563484,97.28,4.82,4200,0.98,22.03,HD 170693,HIP 90344,
HD 188015,b,Radial Velocity,456.46,1.19,0.15,1.26,,,,298.018921,28.100376,52.63,8.234,5500,0.91,1.23,HD 188015,HIP 97769,
HD 4313,b,Radial Velocity,356,1.19,0.041,2.3,,,,11.41816,7.845021,131.41,7.822,4910,,5.13,HD 4313,HIP 3574,
HD 75898,b,Radial Velocity,418.2,1.19,0.1,2.51,,,,133.461685,33.056812,80.58,8.033,5770,1.05,1.83,HD 75898,HIP 43674,
gamma 1 Leo,b,Radial Velocity,428.5,1.19,0.144,8.78,,,,154.993149,19.841488,38.52,1.98,4330,1.23,31.88,HD 89484,HIP 50583A,
HD 192310,c,Radial Velocity,525.8,1.18,0.32,0.07552,,,,303.822449,-27.032976,8.82,5.73,5090,0.78,0.81,HD 192310,HIP 99825,
HD 27442,b,Radial Velocity,423.841,1.18,0.07,1.28,,,,64.120956,-59.302155,18.24,4.44,4540,,4.65,HD 27442,HIP 19921,
HD 82943,b,Radial Velocity,441.2,1.18,0.219,1.75,,,,143.711395,-12.129546,27.46,6.53,5760,1.05,1.25,HD 82943,HIP 47007,
HD 22781,b,Radial Velocity,528.07,1.167,0.8191,13.65,,,,55.206356,31.82629,31.79,8.766,5130,0.79,0.7,HD 22781,HIP 17187,
HD 4203,b,Radial Velocity,431.88,1.164,0.519,2.07,,,,11.171676,20.448927,77.82,8.687,5390,0.87,1.56,HD 4203,HIP 3502,
HD 114783,b,Radial Velocity,493.7,1.16,0.144,1.1,,,,198.182434,-2.26504,20.43,7.563,4990,0.75,0.85,HD 114783,HIP 64457,
HD 173416,b,Radial Velocity,323.6,1.16,0.21,2.7,,,,280.900452,36.556606,134.95,6.037,4740,,13.45,HD 173416,HIP 91852,
HD 192699,b,Radial Velocity,351.5,1.16,0.149,2.5,,,,304.025024,4.580795,67.39,6.446,5120,0.79,4.37,HD 192699,HIP 99894,
HD 134606,d,Radial Velocity,459.26,1.1567,0.46,0.121,,,,228.812683,-70.519623,26.91,6.854,5400,0.87,1.25,HD 134606,HIP 74653,
GJ 317,b,Radial Velocity,692,1.15,0.11,2.5,,45,,130.246704,-23.456272,,11.97,3510,0.42,,,,
GJ 649,b,Radial Velocity,598.3,1.135,0.3,0.328,,,,254.53688,25.74416,10.32,9.69,3700,0.54,,,HIP 83043,
HD 16760,b,Radial Velocity,465.1,1.13,0.067,14.3,,,,40.58881,38.618668,50.18,8.765,5590,0.95,0.88,HD 16760,HIP 12638,
HD 99109,b,Radial Velocity,439.3,1.105,0.09,0.502,,,,171.072327,-1.529076,60.46,9.061,5060,0.77,1.22,HD 99109,HIP 55664,
HD 210277,b,Radial Velocity,442.1,1.1,0.472,1.23,,,,332.374451,-7.548654,21.29,6.53,5410,0.88,1.14,HD 210277,HIP 109378,
HD 33564,b,Radial Velocity,388,1.1,0.34,9.1,,,,80.639717,79.231148,20.98,5.084,6370,1.27,1.47,HD 33564,HIP 25110,
HD 156846,b,Radial Velocity,359.5546,1.096,0.84785,10.57,,,,260.142944,-19.333746,49,6.52,5960,1.13,2.06,HD 156846,HIP 84856,
HD 128311,b,Radial Velocity,454.2,1.086,0.345,1.45,,,,219.002335,9.746518,16.57,7.487,4860,0.73,0.78,HD 128311,HIP 71395,
HD 33142,b,Radial Velocity,326.6,1.06,0.22,1.3,,,,76.898087,-13.98648,136.8,7.956,4950,,4.9,HD 33142,HIP 23844,
HD 108874,b,Radial Velocity,394.48,1.053,0.128,1.34,,,,187.612015,22.879829,68.54,8.738,5370,0.86,1.35,HD 108874,HIP 61028,
HD 142415,b,Radial Velocity,386.3,1.05,0.5,1.62,,,,239.419968,-60.200256,34.57,7.327,5780,1.05,1.08,HD 142415,HIP 78169,
HD 73526,c,Radial Velocity,377.8,1.05,0.14,2.5,,,,129.31868,-41.319103,94.61,8.971,5460,0.9,1.6,HD 73526,HIP 42282,
HD 38858,b,Radial Velocity,407.15,1.0376,0.27,0.0961,,,,87.145584,-4.094648,15.56,5.97,5750,1.04,0.92,HD 38858,HIP 27435,
HD 100777,b,Radial Velocity,383.7,1.03,0.36,1.16,,,,173.964676,-4.755697,52.8,8.418,5340,0.85,1.23,HD 100777,HIP 56572,
HD 175541,b,Radial Velocity,297.3,1.03,0.33,0.61,,,,283.920349,4.265325,127.55,8.01,5050,0.77,4.19,HD 175541,HIP 92895,
HD 28185,b,Radial Velocity,383,1.03,0.07,5.7,,,,66.609673,-10.550821,39.56,7.81,5510,0.92,1.12,HD 28185,HIP 20723,
HD 122430,b,Radial Velocity,344.95,1.02,0.68,3.71,,,,210.594925,-27.429773,133.16,5.469,4140,,28.97,HD 122430,HIP 68581,
HD 142,b,Radial Velocity,349.7,1.02,0.17,1.25,,,,1.579898,-49.075191,25.64,5.7,6403,1.23,1.47,HD 142,HIP 522,
HD 155358,c,Radial Velocity,391.9,1.02,0.16,0.82,,,,257.394226,33.355854,43.4,7.27,6180,1.21,1.19,HD 155358,HIP 83949,
HD 38283,b,Radial Velocity,363.2,1.02,0.41,0.34,,,,84.258408,-73.699341,37.78,6.696,6020,1.16,1.43,HD 38283,HIP 26380,
HD 74156,d,Radial Velocity,346.6,1.01,0.25,0.396,,,,130.604675,4.578097,64.56,7.614,5960,1.12,1.64,HD 74156,HIP 42723,
HIP 57274,d,Radial Velocity,431.7,1.01,0.27,0.527,,,,176.170685,30.959293,25.87,8.984,4540,0.69,0.81,,HIP 57274,
BD +48 738,b,Radial Velocity,392.6,1,0.2,0.91,,,,40.710224,49.58696,,,4414,0.74,11,,,
30 Ari B,b,Radial Velocity,335.1,0.995,0.289,9.88,,,,39.252182,24.647223,40.13,6.455,6152,1.16,1.13,HD 16246,HIP 12189,
HD 96063,b,Radial Velocity,361.1,0.99,0.28,0.9,,,,166.185226,-2.513218,132.8,8.254,5190,0.81,3.6,HD 96063,HIP 54158,
HD 92788,b,Radial Velocity,325.81,0.97,0.334,3.86,,,,160.702209,-2.183756,32.32,7.3,5520,0.92,1.15,HD 92788,HIP 52409,
HD 20868,b,Radial Velocity,380.85,0.947,0.75,1.99,,,,50.177895,-33.730103,44.5,9.928,4590,0.68,0.82,HD 20868,HIP 15578,
HD 63765,b,Radial Velocity,358,0.94,0.24,0.64,,,,116.957161,-54.264145,32.62,8.104,5430,0.89,0.84,HD 63765,HIP 38041,
HD 148427,b,Radial Velocity,331.5,0.93,0.16,0.96,,,,247.117294,-13.39964,59.28,6.895,4940,,3.48,HD 148427,HIP 80687,
HD 160691,e,Radial Velocity,310.55,0.921,0.0666,0.5219,,,,266.036255,-51.834053,15.28,5.15,5560,0.94,1.44,HD 160691,HIP 86796,
HD 59686,b,Radial Velocity,303,0.911,0,5.25,,,,112.951653,17.086046,92.51,5.442,4600,,13.4,HD 59686,HIP 36616,
HR 810,b,Radial Velocity,311.288,0.91,0.24,1.94,,,,40.639442,-50.800293,17.24,5.41,6040,1.17,1.17,HD 17051,HIP 12653,
HD 45364,c,Radial Velocity,342.85,0.8972,0.0974,0.6579,,,,96.410316,-31.480953,32.58,8.062,5400,0.88,0.86,HD 45364,HIP 30579,
HD 205739,b,Radial Velocity,279.8,0.896,0.27,1.37,,,,324.535034,-31.737484,90.33,8.544,6090,1.18,1.42,HD 205739,HIP 106824,
HD 137388,b,Radial Velocity,330,0.89,0.36,0.223,,,,233.916367,-80.20459,38.45,8.696,5060,0.77,0.92,HD 137388A,HIP 76351,
HD 89744,b,Radial Velocity,256.605,0.89,0.67,7.99,,,,155.544006,41.22953,38.99,5.72,6160,1.2,2.19,HD 89744,HIP 50786,
HIP 5158,b,Radial Velocity,345.72,0.89,0.52,1.42,,,,16.508533,-22.453154,44.8,10.167,4650,0.69,0.71,,HIP 5158,
HD 164509,b,Radial Velocity,282.4,0.875,0.26,0.48,,,,270.380127,0.104556,51.81,8.103,5820,1.07,1.11,HD 164509,HIP 88268,
4 Uma,b,Radial Velocity,269.3,0.87,0.432,7.1,,,,130.053406,64.327934,77.4,4.61,4415,1.23,18.11,HD 73108,HIP 42527,
HD 12661,b,Radial Velocity,262.709,0.831,0.3768,2.3,,,,31.142866,25.414305,37.16,7.425,5470,0.9,1.28,HD 12661,HIP 9683,
14 And,b,Radial Velocity,185.84,0.83,0,4.8,,,,352.822571,39.236198,76.39,5.22,4813,2.2,11,HD 221345,HIP 116076,
HD 202206,b,Radial Velocity,255.87,0.83,0.435,17.4,,,,318.740692,-20.789209,46.34,8.071,5500,0.91,1.17,HD 202206,HIP 104903,
omicron CrB,b,Radial Velocity,187.83,0.83,0.191,1.5,,,,230.03566,29.616209,84.03,5.51,4749,2.13,10.5,HD 136512,HIP 75049,
ups And,c,Radial Velocity,241.258,0.827774,0.2596,1.981,,,,24.199345,41.40546,13.47,4.1,6120,1.19,1.62,HD 9826,HIP 7513,
HD 31527,d,Radial Velocity,274.49,0.8181,0.38,0.0519,,,,73.909927,-23.24188,38.01,7.484,5930,1.12,1.04,HD 31527,HIP 22905,
HD 40979,b,Radial Velocity,267.2,0.811,0.23,3.32,,,,91.124763,44.260445,33.33,6.735,6050,1.17,1.23,HD 40979,HIP 28767,
HD 134987,b,Radial Velocity,258.19,0.81,0.233,1.59,,,,228.369446,-25.309347,25.65,6.45,5560,0.94,1.33,HD 134987,HIP 74500,
HD 169830,b,Radial Velocity,225.62,0.81,0.31,2.88,,,,276.956177,-29.816866,36.32,5.902,6260,1.24,1.81,HD 169830,HIP 90485,
HD 81688,b,Radial Velocity,184.02,0.81,0,2.7,,,,142.166626,45.601482,88.26,5.393,4850,,10.96,HD 81688,HIP 46471,
HIP 11952,b,Radial Velocity,290,0.81,0.27,2.93,,,,38.546028,-12.384295,115.34,9.854,7090,1.52,0.71,HD 16031,HIP 11952,
55 Cnc,f,Radial Velocity,260,0.781,0.2,0.144,,,,133.149216,28.330818,12.53,5.938,5196,0.9,0.94,HD 75732,HIP 43587,
HD 104985,b,Radial Velocity,198.2,0.78,0.03,6.3,,,,181.312988,76.905731,102.04,5.8,4830,,10.66,HD 104985,HIP 58952,
BD+14 4559,b,Radial Velocity,268.94,0.777,0.29,1.47,,,,318.399963,14.689387,50.03,9.63,5008,0.86,0.95,,HIP 104780,
HD 60532,b,Radial Velocity,201.83,0.77,0.278,3.1548,,20,,113.513252,-22.296066,25.7,4.45,6240,1.24,2.52,HD 60532,HIP 36795,
HD 100655,b,Radial Velocity,157.57,0.76,0.085,1.7,,,,173.76564,20.441545,140.85,6.438,4780,,11.32,HD 100655,HIP 56508,
HD 145457,b,Radial Velocity,176.3,0.76,0.112,2.9,,,,242.516312,26.74275,126.1,6.566,4760,,9.69,HD 145457,HIP 79219,
HD 5891,b,Radial Velocity,177.11,0.76,0.066,7.6,,,,15.1383,20.292484,150.6,8.114,4840,,5.37,HD 5891,HIP 4715,
HD 8574,b,Radial Velocity,227,0.757,0.297,1.8,,,,21.302153,28.566692,44.15,7.112,5990,1.14,1.4,HD 8574,HIP 6643,
HD 82943,c,Radial Velocity,219.3,0.747,0.359,2.01,,,,143.711395,-12.129546,27.46,6.53,5760,1.05,1.25,HD 82943,HIP 47007,
HD 113538,b,Radial Velocity,263.3,0.71,0.61,0.27,,,,196.239487,-52.442924,15.71,9.07,4020,0.56,0.74,HD 113538,HIP 63833,
HD 218566,b,Radial Velocity,225.7,0.6873,0.3,0.21,,,,347.294708,-2.260742,29.94,8.628,4820,0.72,0.86,HD 218566,HIP 114322,
HD 45364,b,Radial Velocity,226.93,0.6813,0.1684,0.1872,,,,96.410316,-31.480953,32.58,8.062,5400,0.88,0.86,HD 45364,HIP 30579,
BD-082823,c,Radial Velocity,237.6,0.68,0.19,0.33,,,,150.198837,-9.51668,42.09,9.88,4746,0.74,,,HIP 49067,
ksi Aql,b,Radial Velocity,136.75,0.68,0,2.8,,,,298.562012,8.461452,62.66,4.68,4750,,11.57,HD 188310,HIP 97938,
HD 73526,b,Radial Velocity,188.3,0.66,0.19,2.9,,,,129.31868,-41.319103,94.61,8.971,5460,0.9,1.6,HD 73526,HIP 42282,
HD 9446,c,Radial Velocity,192.9,0.654,0.06,1.82,,,,23.334101,29.265148,52.85,8.369,5750,1.04,1.04,HD 9446,HIP 7245,
HD 215456,b,Radial Velocity,191.99,0.652,0.15,0.101,,,,341.533478,-48.978821,38.64,6.629,5760,1.05,1.68,HD 215456,HIP 112414,
HD 155358,b,Radial Velocity,194.3,0.64,0.17,0.85,,,,257.394226,33.355854,43.4,7.27,6180,1.21,1.19,HD 155358,HIP 83949,
HD 11506,c,Radial Velocity,170.6,0.639,0.42,0.82,,,,28.210558,-19.506975,53.82,7.513,5910,1.11,1.46,HD 11506,HIP 8770,
HD 69830,d,Radial Velocity,197,0.63,0.07,0.058,,,,124.599777,-12.632174,12.58,6,5390,0.87,0.87,HD 69830,HIP 40693,
HD 102272,b,Radial Velocity,127.58,0.614,0.05,5.9,,,,176.598068,14.123986,164.2,8.711,4880,,4.34,HD 102272,HIP 57428,
HD 154672,b,Radial Velocity,163.9,0.6,0.61,5.02,,,,257.520477,-56.449268,65.79,8.204,5530,0.93,1.54,HD 154672,HIP 83983,
HD 32518,b,Radial Velocity,157.54,0.59,0.01,3.04,,,,77.403,69.639404,117.37,6.421,4640,,10.51,HD 32518,HIP 24003,
HD 207832,b,Radial Velocity,161.97,0.57,0.13,0.56,,,,328.151184,-26.02656,55.31,8.786,5710,0.94,0.9,HD 207832,HIP 107985,
HIP 14810,c,Radial Velocity,147.73,0.545,0.164,1.28,,,,47.809292,21.097359,52.88,8.5,5390,0.87,1.15,,HIP 14810,
HD 231701,b,Radial Velocity,141.6,0.53,0.1,1.08,,,,293.017334,16.474291,108.46,8.97,6210,1.22,1.34,HD 231701,HIP 96078,
HD 37124,b,Radial Velocity,154.46,0.53,0.055,0.61,,,,84.260361,20.730787,33.24,7.65,5580,0.94,0.98,HD 37124,HIP 26381,
HD 177830,c,Radial Velocity,110.9,0.5137,0.3,0.15,,,,286.336548,25.92066,59.03,7.177,4670,,3.65,HD 177830,HIP 93746,
GJ 3021,b,Radial Velocity,133.71,0.495,0.511,3.37,,,,4.052823,-79.851181,17.62,6.582,5540,0.9,0.9,HD 1237,HIP 1292,
HD 156279,b,Radial Velocity,131.05,0.495,0.708,9.71,,,,258.09668,63.352093,35.37,8.077,5270,0.83,1,HD 156279,HIP 84171,
HD 10180,f,Radial Velocity,122.76,0.4929,0.135,0.0752,,,,24.473234,-60.511528,39.39,7.321,5790,1.06,1.23,HD 10180,HIP 7599,
HD 208487,b,Radial Velocity,123,0.49,0.32,0.45,,,,329.332703,-37.763622,43.99,7.471,6070,1.18,1.14,HD 208487,HIP 108375,
HD 52265,b,Radial Velocity,118.96,0.49,0.29,1.13,,,,105.07515,-5.367162,28.07,6.3,6000,1.15,1.29,HD 52265,HIP 33719,
70 Vir,b,Radial Velocity,116.6884,0.484,0.4007,7.49,,,,202.107544,13.778788,18.11,4.98,5545,1.11,,HD 117176,HIP 65721,
HD 93083,b,Radial Velocity,143.58,0.477,0.14,0.37,,,,161.087143,-33.577023,28.9,8.318,4930,0.74,0.89,HD 93083,HIP 52521,
61 Vir,d,Radial Velocity,123.01,0.476,0.35,0.0721,,,,199.601318,-18.311195,8.52,4.74,5577,0.94,0.98,HD 115617,HIP 64924,
PSR 1257+12,d,Pulsar Timing,98.2114,0.46,0.0252,0.012,,47,,195.014903,12.682353,,,,,,,,
HD 102365,b,Radial Velocity,122.1,0.46,0.34,0.05,,,,176.629471,-40.500355,9.24,4.91,5680,1,0.92,HD 102365,HIP 57443,
HD 216770,b,Radial Velocity,118.45,0.46,0.37,0.65,,,,343.973785,-26.658764,37.89,8.094,5170,0.8,1.12,HD 216770,HIP 113238,
HD 145377,b,Radial Velocity,103.95,0.45,0.307,5.76,,,,242.901855,-27.078173,55.19,8.095,5750,1.04,1.23,HD 145377,HIP 79346,
HD 96700,c,Radial Velocity,103.49,0.422,0.37,0.04,,,,166.976776,-30.174566,26.21,6.54,5890,1.11,1.12,HD 96700,HIP 54400,
HD 157172,b,Radial Velocity,104.84,0.416,0.46,0.12,,,,260.644012,-19.61618,33.48,7.859,5340,0.85,1.01,HD 157172,HIP 85017,
HD 136352,d,Radial Velocity,106.72,0.411,0.43,0.03,,,,230.450623,-48.317627,14.56,5.65,5720,1.02,1.01,HD 136352,HIP 75181,
HD 51608,c,Radial Velocity,95.415,0.3791,0.41,0.0565,,,,103.713921,-55.259327,34.07,8.155,5330,0.85,0.9,HD 51608,HIP 33229,
HD 114762,b,Radial Velocity,83.888,0.363,0.3359,11.68,,,,198.08226,17.517122,40.57,7.301,6210,1.22,1.08,HD 114762,HIP 64426,
HD 16141,b,Radial Velocity,75.523,0.363,0.252,0.26,,,,38.833035,-3.560602,35.91,6.818,5620,0.97,1.52,HD 16141,HIP 12048,
PSR 1257+12,c,Pulsar Timing,66.5419,0.36,0.0186,0.013,,53,,195.014903,12.682353,,,,,,,,
HD 163607,b,Radial Velocity,75.229,0.36,0.73,0.77,,,,268.418732,56.391956,69.44,7.979,5330,0.85,1.99,HD 163607,HIP 87601,
HIP 79431,b,Radial Velocity,111.7,0.36,0.29,2.1,,,,243.174057,-18.875504,14.9,,,,,,HIP 79431,
HD 20794,d,Radial Velocity,90.309,0.3499,0,0.0151,,,,49.981876,-43.069782,6.06,4.27,5530,,0.87,HD 20794,HIP 15510,
HD 20781,c,Radial Velocity,85.131,0.3456,0.28,0.0496,,,,50.01226,-28.783834,35.89,8.443,5230,0.82,0.87,HD 20781,HIP 15526,
Gliese 876,e,Radial Velocity,124.26,0.3343,0.055,0.046,,59,,343.319733,-14.2637,4.7,10.191,,0.33,,,HIP 113020,
HD 109246,b,Radial Velocity,68.27,0.33,0.12,0.77,,,,188.029953,74.489548,65.62,8.757,5670,0.99,1.11,HD 109246,HIP 61177,
HD 121504,b,Radial Velocity,63.33,0.33,0.03,1.22,,,,209.321823,-56.040043,44.37,7.517,5880,1.1,1.22,HD 121504,HIP 68162,
HD 178911 B,b,Radial Velocity,71.487,0.32,0.1243,6.292,,,,287.262939,34.59985,46.73,7.792,5400,0.88,1.4,HD 178911B,HIP 94075,
HD 192310,b,Radial Velocity,74.72,0.32,0.13,0.05318,,,,303.822449,-27.032976,8.82,5.73,5090,0.78,0.81,HD 192310,HIP 99825,
HD 101930,b,Radial Velocity,70.46,0.302,0.11,0.3,,,,175.875458,-58.006886,30.5,8.216,4990,0.75,0.95,HD 101930,HIP 57172,
HD 168443,b,Radial Velocity,58.11289,0.3,0.5286,8.02,,,,275.016388,-9.595722,37.88,6.917,5460,0.9,1.66,HD 168443,HIP 89844,
HD 219449,b,Radial Velocity,182,0.3,,2.9,,,,348.9729,-9.087737,45.52,4.25,4580,,12.32,HD 219449,HIP 114855,
HD 134606,c,Radial Velocity,59.519,0.2962,0.29,0.0382,,,,228.812683,-70.519623,26.91,6.854,5400,0.87,1.25,HD 134606,HIP 74653,
HD 3651,b,Radial Velocity,62.218,0.295,0.596,0.229,,,,9.840858,21.250473,11.11,5.86,5160,0.8,0.92,HD 3651,HIP 3093,
HD 74156,b,Radial Velocity,51.65,0.294,0.64,1.88,,,,130.604675,4.578097,64.56,7.614,5960,1.12,1.64,HD 74156,HIP 42723,
Kepler-46,c,Transit,57.011,0.2799,0.0146,0.376,,87.4,,289.26874,42.604172,855,,5155,0.9,0.94,,,
HD 10180,e,Radial Velocity,49.745,0.2699,0.026,0.07898,,,,24.473234,-60.511528,39.39,7.321,5790,1.06,1.23,HD 10180,HIP 7599,
HD 107148,b,Radial Velocity,48.056,0.269,0.05,0.21,,,,184.806213,-3.319789,51.26,8.015,5550,0.93,1.29,HD 107148,HIP 60081,
HD 31527,c,Radial Velocity,51.284,0.2665,0.11,0.0498,,,,73.909927,-23.24188,38.01,7.484,5930,1.12,1.04,HD 31527,HIP 22905,
HD 21693,c,Radial Velocity,53.881,0.2644,0.24,0.06472,,,,51.80201,-58.323681,32.31,7.94,5350,0.85,0.93,HD 21693,HIP 16085,
HD 104067,b,Radial Velocity,55.806,0.2643,,0.186,,,,179.791702,-20.353781,20.82,7.92,4880,0.73,0.79,HD 104067,HIP 58451,
HD 85512,b,Radial Velocity,58.43,0.26,0.11,0.01133,,,,147.779388,-43.502789,11.15,7.67,4310,0.66,0.76,HD 85512,HIP 48331,
HD 93385,c,Radial Velocity,46.025,0.257,0.24,0.0318,,,,161.562973,-41.464367,42.52,7.486,5890,1.11,1.18,HD 93385,HIP 52676,
HD 37605,b,Radial Velocity,55,0.25,0.677,2.3,,,,85.00721,6.060579,42.88,8.661,5130,0.79,1,HD 37605,HIP 26664,
HD 13808,c,Radial Velocity,53.832,0.2476,0.43,0.036,,,,33.178856,-53.743893,28.6,8.381,5160,0.8,0.74,HD 13808,HIP 10301,
55 Cnc,c,Radial Velocity,44.3446,0.24,0.086,0.169,,,,133.149216,28.330818,12.53,5.938,5196,0.9,0.94,HD 75732,HIP 43587,
HD 43691,b,Radial Velocity,36.96,0.24,0.14,2.49,,,,94.894485,41.092304,93.2,8.024,6010,1.15,1.92,HD 43691,HIP 30057,
HD 147018,b,Radial Velocity,44.236,0.2388,0.4686,2.12,,,,245.75061,-61.688763,42.68,8.301,5350,0.85,1.04,HD 147018,HIP 80250,
HD 224693,b,Radial Velocity,26.73,0.233,0.05,0.71,,,,359.974304,-22.428114,94.07,8.216,5700,1,2.02,HD 224693,HIP 118319,
HD 45652,b,Radial Velocity,43.6,0.23,0.38,0.47,,,,97.304962,10.933891,36.14,8.127,5190,0.81,1.04,HD 45652,HIP 30905,
HD 11964,c,Radial Velocity,37.91,0.229,0.3,0.0788,,,,29.290026,-10.242428,33.98,6.41,5230,0.82,2.11,HD 11964,HIP 9094,
Gl 581,d,Radial Velocity,66.64,0.22,0.25,0.019,,,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,,HIP 74995,
rho CrB,b,Radial Velocity,39.845,0.22,0.04,1.04,,,,240.261093,33.303509,17.43,5.4,5890,1.11,1.26,HD 143761,HIP 78459,
61 Vir,c,Radial Velocity,38.021,0.2175,0.14,0.0573,,,,199.601318,-18.311195,8.52,4.74,5577,0.94,0.98,HD 115617,HIP 64924,
HD 204313,c,Radial Velocity,34.873,0.2103,0.17,0.054,,,,322.050873,-21.726255,47.3,8.02,5630,0.97,1.15,HD 204313,HIP 106006,
Gliese 876,b,Radial Velocity,61.1166,0.208317,0.0324,2.2756,,59,,343.319733,-14.2637,4.7,10.191,,0.33,,,HIP 113020,
HD 20794,c,Radial Velocity,40.114,0.2036,0,0.00755,,,,49.981876,-43.069782,6.06,4.27,5530,,0.87,HD 20794,HIP 15510,
HD 20003,c,Radial Velocity,33.823,0.1961,0.16,0.0422,,,,46.907997,-72.321892,43.08,8.367,5350,0.85,1.02,HD 20003,HIP 14530,
PSR 1257+12,b,Pulsar Timing,25.262,0.19,0,0.00007,,,,195.014903,12.682353,,,,,,,,
HD 9446,b,Radial Velocity,30.052,0.189,0.2,0.7,,,,23.334101,29.265148,52.85,8.369,5750,1.04,1.04,HD 9446,HIP 7245,
HD 69830,c,Radial Velocity,31.56,0.186,0.13,0.038,,,,124.599777,-12.632174,12.58,6,5390,0.87,0.87,HD 69830,HIP 40693,
HIP 57274,c,Radial Velocity,32.03,0.178,0.05,0.41,,,,176.170685,30.959293,25.87,8.984,4540,0.69,0.81,,HIP 57274,
HD 117618,b,Radial Velocity,25.827,0.176,0.42,0.178,,,,203.106476,-47.271362,38.02,7.169,5890,1.11,1.22,HD 117618,HIP 66047,
HD 39194,d,Radial Velocity,33.941,0.172,0.2,0.0162,,,,86.132996,-70.14357,25.59,8.075,5390,0.87,0.68,HD 39194,HIP 27080,
HD 20781,b,Radial Velocity,29.15,0.169,0.11,0.0379,,,,50.01226,-28.783834,35.89,8.443,5230,0.82,0.87,HD 20781,HIP 15526,
HD 33283,b,Radial Velocity,18.179,0.168,0.48,0.33,,,,77.004219,-26.797472,86.88,8.051,5810,1.06,1.92,HD 33283,HIP 23889,
HD 136352,c,Radial Velocity,27.582,0.1665,0.16,0.0358,,,,230.450623,-48.317627,14.56,5.65,5720,1.02,1.01,HD 136352,HIP 75181,
