pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-251 b,1.800,0.650,-0.270,0,414.79,442.42,-152.94,0,5883.00,173.00,-183.00,0
Kepler-251 b,1.800,0.650,-0.270,0,414.79,442.42,-152.94,0,5883.00,173.00,-183.00,0
Kepler-251 b,1.800,0.650,-0.270,0,414.79,442.42,-152.94,0,5883.00,173.00,-183.00,0
Kepler-251 b,1.360,0.140,-0.120,0,227.24,71.98,-51.99,0,5527.00,111.00,-111.00,0
Kepler-251 b,1.297,0.089,-0.081,0,203.17,14.59,-13.50,0,5492.00,110.00,-110.00,0
Kepler-251 c,2.596,0.142,-0.156,0,38.95,2.80,-2.59,0,5492.00,110.00,-110.00,0
Kepler-251 c,3.590,1.280,-0.550,0,79.78,85.09,-29.42,0,5883.00,173.00,-183.00,0
Kepler-251 c,3.590,1.280,-0.550,0,79.78,85.09,-29.42,0,5883.00,173.00,-183.00,0
Kepler-251 c,2.720,0.270,-0.240,0,43.57,13.80,-9.97,0,5527.00,111.00,-111.00,0
Kepler-251 c,3.590,1.280,-0.550,0,79.78,85.09,-29.42,0,5883.00,173.00,-183.00,0
Kepler-251 d,4.250,1.510,-0.660,0,35.78,38.17,-13.19,0,5883.00,173.00,-183.00,0
Kepler-251 d,3.140,0.320,-0.270,0,19.55,6.19,-4.47,0,5527.00,111.00,-111.00,0
Kepler-251 d,4.250,1.510,-0.660,0,35.78,38.17,-13.19,0,5883.00,173.00,-183.00,0
Kepler-251 d,3.003,0.323,-0.389,0,17.48,1.25,-1.16,0,5492.00,110.00,-110.00,0
Kepler-251 d,4.250,1.510,-0.660,0,35.78,38.17,-13.19,0,5883.00,173.00,-183.00,0
Kepler-251 e,2.520,0.174,-0.147,0,3.55,0.26,-0.24,0,5492.00,110.00,-110.00,0
Kepler-251 e,3.890,1.390,-0.590,0,7.26,7.75,-2.67,0,5883.00,173.00,-183.00,0
Kepler-251 e,2.640,0.270,-0.230,0,3.97,1.25,-0.91,0,5527.00,111.00,-111.00,0
Kepler-251 e,3.890,1.390,-0.590,0,7.26,7.75,-2.67,0,5883.00,173.00,-183.00,0
Kepler-251 e,3.890,1.390,-0.590,0,7.26,7.75,-2.67,0,5883.00,173.00,-183.00,0
Kepler-252 b,1.200,0.180,-0.190,0,28.25,64.42,-10.02,0,4208.00,1067.00,-111.00,0
Kepler-252 b,1.200,0.180,-0.190,0,28.25,64.42,-10.02,0,4208.00,1067.00,-111.00,0
Kepler-252 b,1.180,0.210,-0.220,0,28.06,43.45,-15.76,0,4201.00,676.00,-416.00,0
Kepler-252 b,1.386,0.542,-0.123,0,39.26,1.00,-0.97,0,4208.00,84.00,-84.00,0
Kepler-252 b,1.200,0.180,-0.190,0,28.25,64.42,-10.02,0,4208.00,1067.00,-111.00,0
Kepler-252 c,2.380,0.360,-0.360,0,14.78,33.70,-5.24,0,4208.00,1067.00,-111.00,0
Kepler-252 c,2.380,0.360,-0.360,0,14.78,33.70,-5.24,0,4208.00,1067.00,-111.00,0
Kepler-252 c,2.340,0.440,-0.430,0,14.66,22.69,-8.24,0,4201.00,676.00,-416.00,0
Kepler-252 c,2.757,0.141,-0.125,0,20.51,0.52,-0.51,0,4208.00,84.00,-84.00,0
Kepler-252 c,2.380,0.360,-0.360,0,14.78,33.70,-5.24,0,4208.00,1067.00,-111.00,0
Kepler-253 b,1.690,0.340,-0.120,0,199.71,126.02,-46.00,0,5216.00,165.00,-144.00,0
Kepler-253 b,1.791,0.326,-0.164,0,194.35,12.97,-12.05,0,5081.00,102.00,-102.00,0
Kepler-253 b,1.690,0.340,-0.120,0,199.71,126.02,-46.00,0,5216.00,165.00,-144.00,0
Kepler-253 b,1.690,0.340,-0.120,0,199.71,126.02,-46.00,0,5216.00,165.00,-144.00,0
Kepler-253 b,1.700,0.250,-0.120,0,191.78,90.15,-45.54,0,5196.00,155.00,-155.00,0
Kepler-253 c,2.700,0.540,-0.190,0,52.79,33.31,-12.16,0,5216.00,165.00,-144.00,0
Kepler-253 c,2.656,0.160,-0.140,0,51.27,3.42,-3.18,0,5081.00,102.00,-102.00,0
Kepler-253 c,2.530,0.360,-0.190,0,50.60,23.78,-12.02,0,5196.00,155.00,-155.00,0
Kepler-253 c,2.700,0.540,-0.190,0,52.79,33.31,-12.16,0,5216.00,165.00,-144.00,0
Kepler-253 c,2.700,0.540,-0.190,0,52.79,33.31,-12.16,0,5216.00,165.00,-144.00,0
Kepler-253 d,3.170,0.630,-0.230,0,24.81,15.65,-5.72,0,5216.00,165.00,-144.00,0
Kepler-253 d,3.170,0.630,-0.230,0,24.81,15.65,-5.72,0,5216.00,165.00,-144.00,0
Kepler-253 d,3.170,0.630,-0.230,0,24.81,15.65,-5.72,0,5216.00,165.00,-144.00,0
Kepler-253 d,3.098,0.178,-0.163,0,24.08,1.61,-1.49,0,5081.00,102.00,-102.00,0
Kepler-253 d,2.950,0.420,-0.220,0,23.77,11.17,-5.65,0,5196.00,155.00,-155.00,0
Kepler-254 b,3.680,1.470,-0.290,0,220.71,262.31,-54.22,0,5941.00,166.00,-175.00,0
Kepler-254 b,4.090,0.600,-0.490,0,248.57,96.56,-67.24,0,5561.00,75.00,-83.00,0
Kepler-254 b,3.680,1.470,-0.290,0,220.71,262.31,-54.22,0,5941.00,166.00,-175.00,0
Kepler-254 b,3.680,1.470,-0.290,0,220.71,262.31,-54.22,0,5941.00,166.00,-175.00,0
Kepler-254 b,3.594,0.280,-0.250,0,184.34,23.61,-20.45,0,5503.00,110.00,-110.00,0
Kepler-254 c,2.280,0.910,-0.180,0,80.58,95.76,-19.80,0,5941.00,166.00,-175.00,0
Kepler-254 c,2.580,0.380,-0.310,0,90.65,35.21,-24.52,0,5561.00,75.00,-83.00,0
Kepler-254 c,2.264,0.198,-0.165,0,67.22,8.61,-7.46,0,5503.00,110.00,-110.00,0
Kepler-254 c,2.280,0.910,-0.180,0,80.58,95.76,-19.80,0,5941.00,166.00,-175.00,0
Kepler-254 c,2.280,0.910,-0.180,0,80.58,95.76,-19.80,0,5941.00,166.00,-175.00,0
Kepler-254 d,3.050,0.450,-0.370,0,52.38,20.34,-14.17,0,5561.00,75.00,-83.00,0
Kepler-254 d,2.600,1.050,-0.200,0,46.53,55.29,-11.43,0,5941.00,166.00,-175.00,0
Kepler-254 d,2.676,0.203,-0.244,0,38.84,4.97,-4.31,0,5503.00,110.00,-110.00,0
Kepler-254 d,2.600,1.050,-0.200,0,46.53,55.29,-11.43,0,5941.00,166.00,-175.00,0
Kepler-254 d,2.600,1.050,-0.200,0,46.53,55.29,-11.43,0,5941.00,166.00,-175.00,0
Kepler-255 b,1.550,0.620,-0.100,0,171.73,203.56,-39.07,0,5569.00,167.00,-162.00,0
Kepler-255 b,1.550,0.620,-0.100,0,171.73,203.56,-39.07,0,5569.00,167.00,-162.00,0
Kepler-255 b,1.622,0.097,-0.139,0,174.40,12.94,-11.93,0,5332.00,107.00,-107.00,0
Kepler-255 b,1.780,0.240,-0.250,0,210.16,79.27,-63.55,0,5344.00,80.00,-80.00,0
Kepler-255 b,1.550,0.620,-0.100,0,171.73,203.56,-39.07,0,5569.00,167.00,-162.00,0
Kepler-255 c,3.120,0.440,-0.430,0,100.34,37.85,-30.34,0,5344.00,80.00,-80.00,0
Kepler-255 c,3.010,1.190,-0.200,0,82.15,97.37,-18.69,0,5569.00,167.00,-162.00,0
Kepler-255 c,3.010,1.190,-0.200,0,82.15,97.37,-18.69,0,5569.00,167.00,-162.00,0
Kepler-255 c,2.853,0.185,-0.153,0,83.26,6.18,-5.70,0,5332.00,107.00,-107.00,0
Kepler-255 c,3.010,1.190,-0.200,0,82.15,97.37,-18.69,0,5569.00,167.00,-162.00,0
Kepler-255 d,1.323,0.095,-0.078,0,1686.09,125.14,-115.36,0,5332.00,107.00,-107.00,0
Kepler-255 d,1.370,0.530,-0.100,0,1659.82,1967.44,-377.66,0,5569.00,167.00,-162.00,0
Kepler-255 d,1.370,0.530,-0.100,0,1659.82,1967.44,-377.66,0,5569.00,167.00,-162.00,0
Kepler-255 d,1.370,0.530,-0.100,0,1659.82,1967.44,-377.66,0,5569.00,167.00,-162.00,0
Kepler-255 d,1.450,0.200,-0.200,0,2031.84,766.47,-614.41,0,5344.00,80.00,-80.00,0
Kepler-256 b,1.370,0.570,-0.120,0,1348.59,1714.96,-392.59,0,5936.00,178.00,-229.00,0
Kepler-256 b,1.370,0.570,-0.120,0,1348.59,1714.96,-392.59,0,5936.00,178.00,-229.00,0
Kepler-256 b,1.570,0.240,-0.300,0,1893.42,849.07,-743.10,0,5553.00,111.00,0.00,0
Kepler-256 b,1.370,0.570,-0.120,0,1348.59,1714.96,-392.59,0,5936.00,178.00,-229.00,0
Kepler-256 b,1.236,0.083,-0.076,0,1225.93,76.58,-71.57,0,5608.00,112.00,-112.00,0
Kepler-256 c,1.662,0.090,-0.105,0,457.07,28.55,-26.68,0,5608.00,112.00,-112.00,0
Kepler-256 c,2.110,0.330,-0.410,0,705.93,316.56,-277.05,0,5553.00,111.00,,0
Kepler-256 c,1.790,0.750,-0.160,0,504.25,641.23,-146.80,0,5936.00,178.00,-229.00,0
Kepler-256 c,1.790,0.750,-0.160,0,504.25,641.23,-146.80,0,5936.00,178.00,-229.00,0
Kepler-256 c,1.790,0.750,-0.160,0,504.25,641.23,-146.80,0,5936.00,178.00,-229.00,0
Kepler-256 d,1.625,0.096,-0.101,0,221.10,13.81,-12.91,0,5608.00,112.00,-112.00,0
Kepler-256 d,1.650,0.690,-0.150,0,244.16,310.49,-71.08,0,5936.00,178.00,-229.00,0
Kepler-256 d,1.650,0.690,-0.150,0,244.16,310.49,-71.08,0,5936.00,178.00,-229.00,0
Kepler-256 d,1.650,0.690,-0.150,0,244.16,310.49,-71.08,0,5936.00,178.00,-229.00,0
Kepler-256 d,2.060,0.330,-0.390,0,341.48,153.14,-134.02,0,5553.00,111.00,0.00,0
Kepler-256 e,1.800,0.760,-0.160,0,109.30,138.99,-31.82,0,5936.00,178.00,-229.00,0
Kepler-256 e,1.812,0.338,-0.140,0,98.90,6.18,-5.77,0,5608.00,112.00,-112.00,0
Kepler-256 e,2.300,0.360,-0.440,0,152.75,68.50,-59.95,0,5553.00,111.00,0.00,0
Kepler-256 e,1.800,0.760,-0.160,0,109.30,138.99,-31.82,0,5936.00,178.00,-229.00,0
Kepler-256 e,1.800,0.760,-0.160,0,109.30,138.99,-31.82,0,5936.00,178.00,-229.00,0
Kepler-257 b,2.670,1.940,-0.390,0,553.53,1346.93,-195.62,0,5188.00,188.00,-154.00,0
Kepler-257 b,2.740,0.940,-0.430,0,553.53,581.85,-206.16,0,5188.00,171.00,-155.00,0
Kepler-257 b,2.670,1.940,-0.390,0,553.53,1346.93,-195.62,0,5188.00,188.00,-154.00,0
Kepler-257 b,2.670,1.940,-0.390,0,553.53,1346.93,-195.62,0,5188.00,188.00,-154.00,0
Kepler-257 c,4.560,1.560,-0.720,0,142.63,149.93,-53.12,0,5188.00,171.00,-155.00,0
Kepler-257 c,4.770,3.470,-0.690,0,142.63,347.08,-50.40,0,5188.00,188.00,-154.00,0
Kepler-257 c,4.770,3.470,-0.690,0,142.63,347.08,-50.40,0,5188.00,188.00,-154.00,0
Kepler-257 c,4.770,3.470,-0.690,0,142.63,347.08,-50.40,0,5188.00,188.00,-154.00,0
Kepler-257 d,5.340,1.830,-0.840,0,24.53,25.78,-9.14,0,5188.00,171.00,-155.00,0
Kepler-257 d,5.670,4.110,-0.830,0,24.53,59.67,-8.67,0,5188.00,188.00,-154.00,0
Kepler-257 d,5.670,4.110,-0.830,0,24.53,59.67,-8.67,0,5188.00,188.00,-154.00,0
Kepler-257 d,5.670,4.110,-0.830,0,24.53,59.67,-8.67,0,5188.00,188.00,-154.00,0
Kepler-258 b,4.120,7.980,-0.450,0,40.03,352.92,-11.66,0,4954.00,163.00,-137.00,0
Kepler-258 b,4.180,4.820,-0.600,0,40.03,168.40,-14.02,0,4954.00,148.00,-148.00,0
Kepler-258 b,3.494,0.266,-0.316,0,27.79,1.07,-1.02,0,4944.00,173.00,-173.00,0
Kepler-258 b,4.120,7.980,-0.450,0,40.03,352.92,-11.66,0,4954.00,163.00,-137.00,0
Kepler-258 b,4.120,7.980,-0.450,0,40.03,352.92,-11.66,0,4954.00,163.00,-137.00,0
Kepler-258 c,3.720,7.190,-0.410,0,11.50,101.40,-3.35,0,4954.00,163.00,-137.00,0
Kepler-258 c,3.720,7.190,-0.410,0,11.50,101.40,-3.35,0,4954.00,163.00,-137.00,0
Kepler-258 c,3.050,3.520,-0.440,0,11.50,48.38,-4.03,0,4954.00,148.00,-148.00,0
Kepler-258 c,3.720,7.190,-0.410,0,11.50,101.40,-3.35,0,4954.00,163.00,-137.00,0
Kepler-258 c,2.549,0.687,-0.215,0,7.99,0.31,-0.29,0,4944.00,173.00,-173.00,0
Kepler-259 b,2.680,1.080,-0.210,0,140.92,168.62,-34.25,0,5926.00,161.00,-170.00,0
Kepler-259 b,2.680,1.080,-0.210,0,140.92,168.62,-34.25,0,5926.00,161.00,-170.00,0
Kepler-259 b,2.680,1.080,-0.210,0,140.92,168.62,-34.25,0,5926.00,161.00,-170.00,0
Kepler-259 b,3.209,0.175,-0.528,0,113.45,6.74,-6.30,0,5511.00,110.00,-110.00,0
Kepler-259 b,3.100,0.900,-0.300,0,140.92,120.76,-39.20,0,5926.00,160.00,-178.00,0
Kepler-259 c,2.710,1.100,-0.210,0,18.70,22.37,-4.55,0,5926.00,161.00,-170.00,0
Kepler-259 c,3.010,0.880,-0.290,0,18.70,16.02,-5.20,0,5926.00,160.00,-178.00,0
Kepler-259 c,3.120,0.158,-0.382,0,15.05,0.89,-0.84,0,5511.00,110.00,-110.00,0
Kepler-259 c,2.710,1.100,-0.210,0,18.70,22.37,-4.55,0,5926.00,161.00,-170.00,0
Kepler-259 c,2.710,1.100,-0.210,0,18.70,22.37,-4.55,0,5926.00,161.00,-170.00,0
Kepler-26 b,2.890,0.450,-0.440,0,7.83,3.88,-2.76,0,4486.00,116.00,-116.00,0
Kepler-26 b,2.780,0.110,-0.110,0,7.60,1.10,-1.10,0,3914.00,119.00,-119.00,0
Kepler-26 b,2.730,0.630,-0.540,0,6.06,4.21,-3.46,0,3853.00,85.00,-107.00,0
Kepler-26 b,2.890,0.440,-0.440,0,7.87,5.61,-2.52,0,3887.00,258.00,-57.00,0
Kepler-26 b,2.830,0.160,-0.220,0,8.14,1.68,-1.78,0,3879.00,77.00,-85.00,0
Kepler-26 b,2.890,0.440,-0.440,0,7.87,5.61,-2.52,0,3887.00,258.00,-57.00,0
Kepler-26 b,3.191,0.097,-0.093,0,10.45,1.07,-0.98,0,3884.00,78.00,-78.00,0
Kepler-26 b,3.693,0.059,-0.059,0,10.76,1.38,-1.38,0,4049.00,58.00,-58.00,0
Kepler-26 b,2.890,0.440,-0.440,0,7.87,5.61,-2.52,0,3887.00,258.00,-57.00,0
Kepler-26 c,2.730,0.630,-0.540,0,3.85,28.82,-23.70,0,3853.00,85.00,-107.00,0
Kepler-26 c,2.976,0.278,-0.228,0,6.63,0.68,-0.62,0,3884.00,78.00,-78.00,0
Kepler-26 c,2.510,0.450,-0.400,0,4.98,2.46,-1.75,0,4486.00,116.00,-116.00,0
Kepler-26 c,2.720,0.120,-0.120,0,4.82,0.72,-0.72,0,3914.00,119.00,-119.00,0
Kepler-26 c,2.820,0.420,-0.430,0,5.00,3.57,-1.60,0,3887.00,258.00,-57.00,0
Kepler-26 c,2.820,0.420,-0.430,0,5.00,3.57,-1.60,0,3887.00,258.00,-57.00,0
Kepler-26 c,2.640,0.150,-0.200,0,5.17,1.07,-1.13,0,3879.00,77.00,-85.00,0
Kepler-26 c,3.693,0.060,-0.060,0,6.84,0.88,-0.88,0,4049.00,58.00,-58.00,0
Kepler-26 c,2.820,0.420,-0.430,0,5.00,3.57,-1.60,0,3887.00,258.00,-57.00,0
Kepler-26 d,1.319,0.064,-0.064,0,56.44,7.25,-7.25,0,4049.00,58.00,-58.00,0
Kepler-26 d,1.230,0.180,-0.190,0,41.25,29.41,-13.22,0,3887.00,258.00,-57.00,0
Kepler-26 d,1.060,0.180,-0.170,0,41.08,20.34,-14.46,0,4486.00,116.00,-116.00,0
Kepler-26 d,1.360,0.053,-0.041,0,54.75,5.62,-5.16,0,3884.00,78.00,-78.00,0
Kepler-26 d,1.230,0.180,-0.190,0,41.25,29.41,-13.22,0,3887.00,258.00,-57.00,0
Kepler-26 d,1.210,0.060,-0.100,0,42.68,8.79,-9.36,0,3879.00,77.00,-85.00,0
Kepler-26 d,1.230,0.180,-0.190,0,41.25,29.41,-13.22,0,3887.00,258.00,-57.00,0
Kepler-26 d,0.980,0.230,-0.190,0,31.79,2.07,-1.70,0,3853.00,85.00,-107.00,0
Kepler-26 e,2.572,0.078,-0.078,0,1.81,0.23,-0.23,0,4049.00,58.00,-58.00,0
Kepler-26 e,2.130,0.120,-0.160,0,1.37,0.28,-0.30,0,3879.00,77.00,-85.00,0
Kepler-26 e,2.404,0.080,-0.104,0,1.75,0.18,-0.17,0,3884.00,78.00,-78.00,0
Kepler-26 e,1.920,0.440,-0.380,0,1.02,2.18,-1.68,0,3853.00,85.00,-107.00,0
Kepler-26 e,2.100,0.360,-0.330,0,1.31,0.65,-0.46,0,4486.00,116.00,-116.00,0
Kepler-26 e,2.110,0.320,-0.320,0,1.32,0.94,-0.42,0,3887.00,258.00,-57.00,0
Kepler-26 e,2.110,0.320,-0.320,0,1.32,0.94,-0.42,0,3887.00,258.00,-57.00,0
Kepler-26 e,2.110,0.320,-0.320,0,1.32,0.94,-0.42,0,3887.00,258.00,-57.00,0
Kepler-260 b,2.090,0.650,-0.160,0,95.73,89.91,-21.82,0,5523.00,166.00,-138.00,0
Kepler-260 b,1.920,0.130,-0.140,0,88.36,20.32,-18.50,0,5251.00,105.00,-105.00,0
Kepler-260 b,2.108,0.102,-0.116,0,132.13,4.49,-4.31,0,5541.00,111.00,-111.00,0
Kepler-260 b,2.090,0.650,-0.160,0,95.73,89.91,-21.82,0,5523.00,166.00,-138.00,0
Kepler-260 b,2.090,0.650,-0.160,0,95.73,89.91,-21.82,0,5523.00,166.00,-138.00,0
Kepler-260 c,1.610,0.510,-0.120,0,4.90,4.60,-1.12,0,5523.00,166.00,-138.00,0
Kepler-260 c,1.610,0.510,-0.120,0,4.90,4.60,-1.12,0,5523.00,166.00,-138.00,0
Kepler-260 c,1.610,0.510,-0.120,0,4.90,4.60,-1.12,0,5523.00,166.00,-138.00,0
Kepler-260 c,1.750,0.110,-0.130,0,4.53,1.04,-0.95,0,5251.00,105.00,-105.00,0
Kepler-260 c,1.917,0.138,-0.108,0,6.78,0.23,-0.22,0,5541.00,111.00,-111.00,0
Kepler-261 b,2.094,0.100,-0.108,0,45.78,1.03,-1.01,0,5121.00,102.00,-102.00,0
Kepler-261 b,2.230,0.200,-0.070,0,50.05,14.27,-6.76,0,5203.00,102.00,,0
Kepler-261 b,2.180,0.150,-0.100,0,48.37,11.58,-7.64,0,5095.00,101.00,-101.00,0
Kepler-261 b,2.230,0.200,-0.070,0,50.05,14.27,-6.76,0,5203.00,102.00,,0
Kepler-261 b,2.230,0.200,-0.070,0,50.05,14.27,-6.76,0,5203.00,102.00,,0
Kepler-261 c,2.100,0.190,-0.070,0,15.86,4.52,-2.14,0,5203.00,102.00,,0
Kepler-261 c,2.820,0.200,-0.120,0,15.33,3.68,-2.42,0,5095.00,101.00,-101.00,0
Kepler-261 c,2.712,0.115,-0.619,0,14.51,0.33,-0.32,0,5121.00,102.00,-102.00,0
Kepler-261 c,2.100,0.190,-0.070,0,15.86,4.52,-2.14,0,5203.00,102.00,,0
Kepler-261 c,2.100,0.190,-0.070,0,15.86,4.52,-2.14,0,5203.00,102.00,,0
Kepler-262 b,1.490,0.550,-0.120,0,68.66,74.48,-16.20,0,5830.00,153.00,-158.00,0
Kepler-262 b,1.361,0.516,-0.117,0,50.17,1.76,-1.69,0,5549.00,111.00,-111.00,0
Kepler-262 b,1.490,0.550,-0.120,0,68.66,74.48,-16.20,0,5830.00,153.00,-158.00,0
Kepler-262 b,1.450,0.380,-0.130,0,68.66,53.04,-17.72,0,5830.00,146.00,-161.00,0
Kepler-262 b,1.490,0.550,-0.120,0,68.66,74.48,-16.20,0,5830.00,153.00,-158.00,0
Kepler-262 c,1.740,0.650,-0.130,0,34.57,37.50,-8.16,0,5830.00,153.00,-158.00,0
Kepler-262 c,1.648,0.363,-0.122,0,25.26,0.88,-0.85,0,5549.00,111.00,-111.00,0
Kepler-262 c,1.740,0.650,-0.130,0,34.57,37.50,-8.16,0,5830.00,153.00,-158.00,0
Kepler-262 c,1.750,0.470,-0.160,0,34.57,26.70,-8.92,0,5830.00,146.00,-161.00,0
Kepler-262 c,1.740,0.650,-0.130,0,34.57,37.50,-8.16,0,5830.00,153.00,-158.00,0
Kepler-263 b,2.810,0.740,-0.220,0,29.37,24.07,-7.04,0,5265.00,177.00,-141.00,0
Kepler-263 b,2.810,0.740,-0.220,0,29.37,24.07,-7.04,0,5265.00,177.00,-141.00,0
Kepler-263 b,2.810,0.740,-0.220,0,29.37,24.07,-7.04,0,5265.00,177.00,-141.00,0
Kepler-263 b,2.540,0.150,-0.110,0,21.27,4.00,-3.07,0,4987.00,80.00,-80.00,0
Kepler-263 b,2.583,0.160,-0.143,0,24.31,1.53,-1.43,0,5113.00,102.00,-102.00,0
Kepler-263 c,2.180,0.130,-0.090,0,5.25,0.98,-0.76,0,4987.00,80.00,-80.00,0
Kepler-263 c,2.400,0.630,-0.190,0,7.24,5.93,-1.74,0,5265.00,177.00,-141.00,0
Kepler-263 c,2.217,0.139,-0.185,0,5.99,0.38,-0.35,0,5113.00,102.00,-102.00,0
Kepler-263 c,2.400,0.630,-0.190,0,7.24,5.93,-1.74,0,5265.00,177.00,-141.00,0
Kepler-263 c,2.400,0.630,-0.190,0,7.24,5.93,-1.74,0,5265.00,177.00,-141.00,0
Kepler-264 b,4.860,1.210,-2.270,0,119.96,89.63,-90.15,0,6231.00,180.00,-199.00,0
Kepler-264 b,4.860,1.210,-2.270,0,119.96,89.63,-90.15,0,6231.00,180.00,-199.00,0
Kepler-264 b,3.710,0.620,-1.000,0,83.75,38.75,-42.76,0,6207.00,112.00,-125.00,0
Kepler-264 b,3.523,0.187,-0.160,0,79.48,3.43,-3.27,0,6284.00,126.00,-126.00,0
Kepler-264 b,4.860,1.210,-2.270,0,119.96,89.63,-90.15,0,6231.00,180.00,-199.00,0
Kepler-264 c,4.160,1.040,-1.950,0,23.16,17.31,-17.40,0,6231.00,180.00,-199.00,0
Kepler-264 c,3.420,0.570,-0.930,0,16.17,7.48,-8.25,0,6207.00,112.00,-125.00,0
Kepler-264 c,4.160,1.040,-1.950,0,23.16,17.31,-17.40,0,6231.00,180.00,-199.00,0
Kepler-264 c,3.248,0.186,-0.152,0,15.35,0.66,-0.63,0,6284.00,126.00,-126.00,0
Kepler-264 c,4.160,1.040,-1.950,0,23.16,17.31,-17.40,0,6231.00,180.00,-199.00,0
Kepler-265 b,1.660,0.690,-0.160,0,265.57,329.01,-77.16,0,6299.00,169.00,-220.00,0
Kepler-265 b,1.670,0.250,-0.270,0,258.41,106.17,-89.32,0,5839.00,105.00,-105.00,0
Kepler-265 b,1.660,0.690,-0.160,0,265.57,329.01,-77.16,0,6299.00,169.00,-220.00,0
Kepler-265 b,1.660,0.690,-0.160,0,265.57,329.01,-77.16,0,6299.00,169.00,-220.00,0
Kepler-265 b,1.524,0.117,-0.105,0,220.33,19.94,-17.98,0,5871.00,117.00,-117.00,0
Kepler-265 c,2.410,1.010,-0.230,0,78.73,97.54,-22.87,0,6299.00,169.00,-220.00,0
Kepler-265 c,2.410,1.010,-0.230,0,78.73,97.54,-22.87,0,6299.00,169.00,-220.00,0
Kepler-265 c,2.321,0.161,-0.143,0,65.36,5.92,-5.33,0,5871.00,117.00,-117.00,0
Kepler-265 c,2.540,0.380,-0.410,0,76.66,31.49,-26.50,0,5839.00,105.00,-105.00,0
Kepler-265 c,2.410,1.010,-0.230,0,78.73,97.54,-22.87,0,6299.00,169.00,-220.00,0
Kepler-265 d,2.390,0.350,-0.390,0,22.21,9.13,-7.67,0,5839.00,105.00,-105.00,0
Kepler-265 d,2.200,0.920,-0.210,0,22.79,28.24,-6.62,0,6299.00,169.00,-220.00,0
Kepler-265 d,2.200,0.920,-0.210,0,22.79,28.24,-6.62,0,6299.00,169.00,-220.00,0
Kepler-265 d,2.179,0.605,-0.190,0,18.94,1.71,-1.55,0,5871.00,117.00,-117.00,0
Kepler-265 d,2.200,0.920,-0.210,0,22.79,28.24,-6.62,0,6299.00,169.00,-220.00,0
Kepler-265 e,2.350,0.990,-0.220,0,12.46,15.45,-3.62,0,6299.00,169.00,-220.00,0
Kepler-265 e,2.350,0.990,-0.220,0,12.46,15.45,-3.62,0,6299.00,169.00,-220.00,0
Kepler-265 e,2.350,0.990,-0.220,0,12.46,15.45,-3.62,0,6299.00,169.00,-220.00,0
Kepler-265 e,2.390,0.350,-0.380,0,12.14,4.99,-4.19,0,5839.00,105.00,-105.00,0
Kepler-265 e,2.184,0.177,-0.141,0,10.35,0.94,-0.84,0,5871.00,117.00,-117.00,0
Kepler-266 b,2.584,0.186,-0.163,0,230.40,22.35,-20.03,0,5535.00,111.00,-111.00,0
Kepler-266 b,2.510,1.110,-0.260,0,226.65,304.00,-69.86,0,5888.00,176.00,-215.00,0
Kepler-266 b,2.510,1.110,-0.260,0,226.65,304.00,-69.86,0,5888.00,176.00,-215.00,0
Kepler-266 b,2.510,1.110,-0.260,0,226.65,304.00,-69.86,0,5888.00,176.00,-215.00,0
Kepler-266 b,2.980,0.490,-0.660,0,304.65,134.51,-128.10,0,5529.00,83.00,-66.00,0
Kepler-266 c,3.830,1.690,-0.400,0,5.49,7.37,-1.69,0,5888.00,176.00,-215.00,0
Kepler-266 c,4.750,0.790,-1.050,0,7.39,3.27,-3.11,0,5529.00,83.00,-66.00,0
Kepler-266 c,3.830,1.690,-0.400,0,5.49,7.37,-1.69,0,5888.00,176.00,-215.00,0
Kepler-266 c,3.830,1.690,-0.400,0,5.49,7.37,-1.69,0,5888.00,176.00,-215.00,0
Kepler-266 c,4.117,0.299,-0.253,0,5.59,0.54,-0.49,0,5535.00,111.00,-111.00,0
Kepler-267 b,1.860,0.260,-0.250,0,34.92,11.35,-9.20,0,3886.00,157.00,-157.00,0
Kepler-267 b,2.120,0.280,-0.270,0,34.69,14.09,-10.16,0,3807.00,97.00,-69.00,0
Kepler-267 b,2.120,0.280,-0.270,0,34.69,14.09,-10.16,0,3807.00,97.00,-69.00,0
Kepler-267 b,1.924,0.072,-0.062,0,45.84,4.70,-4.32,0,3783.00,76.00,-76.00,0
Kepler-267 b,1.970,0.240,-0.250,0,43.04,21.56,-14.85,0,3878.00,92.00,-80.00,0
Kepler-267 b,2.109,0.276,-0.276,0,43.71,6.09,-6.09,0,3868.00,58.00,-58.00,0
Kepler-267 b,2.120,0.280,-0.270,0,34.69,14.09,-10.16,0,3807.00,97.00,-69.00,0
Kepler-267 b,1.650,0.120,-0.190,0,33.76,8.53,-9.54,0,3789.00,75.00,-82.00,0
Kepler-267 c,2.020,0.250,-0.260,0,13.34,5.42,-3.91,0,3807.00,97.00,-69.00,0
Kepler-267 c,2.500,0.300,-0.310,0,16.52,8.28,-5.70,0,3878.00,92.00,-80.00,0
Kepler-267 c,2.392,0.286,-0.221,0,17.58,1.80,-1.66,0,3783.00,76.00,-76.00,0
